,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height
6642,2,70,79,84,85,39,67,83,80,32,81,69,85,78,175
6643,3,77,77,82,85,65,73,83,80,60,79,77,85,76,177
6644,2,79,80,81,83,43,61,79,76,40,80,79,81,77,182
6645,3,74,78,79,80,83,87,73,75,82,78,81,79,76,186
6646,3,84,74,79,81,78,82,75,69,79,82,88,80,74,184
6647,2,91,81,75,84,36,65,90,71,41,79,91,69,81,181
6648,2,89,80,79,82,46,71,85,78,46,82,90,82,81,174
6649,2,64,69,85,83,24,55,75,71,24,80,61,90,68,180
6650,5,54,65,81,78,83,73,74,72,83,66,49,78,62,180
6651,2,53,86,85,86,50,63,78,76,52,80,52,83,84,180
6652,2,80,82,81,82,54,75,87,75,51,86,76,79,80,190
6653,2,89,78,75,83,33,66,89,80,36,80,90,80,77,183
6654,1,71,85,73,85,30,71,83,84,35,85,67,72,86,177
6657,3,61,79,85,78,75,69,69,62,76,79,60,84,77,184
6658,4,60,64,72,73,84,77,64,64,87,69,59,75,58,185
6660,2,82,79,80,85,49,59,86,79,43,79,78,83,77,175
6661,2,79,81,78,78,62,76,76,73,64,85,79,76,80,186
6663,5,70,50,72,66,82,79,55,52,80,47,75,73,34,192
6664,1,80,82,79,79,44,81,72,80,40,79,82,81,81,192
6665,4,68,74,81,77,82,77,61,58,82,78,67,77,60,187
6666,3,68,77,79,80,68,73,72,74,68,84,68,81,75,183
6667,3,78,80,83,83,65,68,82,76,60,85,78,87,82,176
6669,4,82,61,74,78,79,79,79,61,80,76,84,73,56,187
6673,1,91,79,76,81,44,71,80,74,44,83,91,81,80,182
6674,3,66,63,72,74,80,85,57,60,83,71,68,72,57,188
6675,1,80,80,71,81,31,77,72,63,37,85,84,76,83,190
6676,5,68,49,71,65,84,83,66,65,83,51,68,65,42,185
6677,2,90,76,74,84,34,72,86,78,32,78,90,78,74,184
6678,5,50,53,69,71,82,85,54,55,81,61,53,71,48,194
6681,2,82,80,81,82,41,68,85,70,46,83,80,80,79,179
6682,2,82,83,78,82,63,84,79,64,58,84,83,79,85,188
6684,5,61,58,70,65,85,78,55,49,86,55,66,69,55,191
6686,4,66,66,73,72,81,80,65,61,82,63,66,64,59,188
6687,2,84,80,75,86,54,70,89,87,58,83,82,80,82,171
6689,5,72,37,62,62,84,80,71,69,84,49,71,42,29,178
6690,5,77,54,70,71,83,79,70,68,81,62,77,63,53,182
6691,2,83,74,78,77,77,80,70,66,75,84,82,77,77,183
6692,3,61,75,84,77,71,73,65,70,70,65,60,86,66,180
6693,3,85,68,78,78,80,77,76,74,83,71,86,77,69,180
6694,3,63,78,78,82,74,68,71,66,70,82,60,84,79,189
6696,4,85,55,73,78,78,70,76,72,78,74,87,68,52,178
6708,1,81,81,74,83,40,69,85,80,30,84,83,78,82,181
6709,5,74,45,56,66,82,81,60,55,82,34,79,49,40,187
6710,2,79,77,80,83,46,67,83,91,35,75,77,80,70,169
6711,3,71,73,76,87,65,66,89,90,68,74,66,80,74,172
6712,4,80,54,77,77,77,77,68,65,77,73,84,76,39,185
6713,2,82,76,78,80,34,64,80,68,35,77,77,86,77,184
6714,5,73,39,67,67,80,84,69,60,78,39,74,60,31,189
6715,2,73,76,82,82,57,57,78,80,60,80,73,84,77,174
6716,2,89,70,72,84,37,59,87,86,38,77,87,78,72,177
6717,4,77,73,76,74,77,84,63,47,75,78,80,71,70,190
6718,3,77,73,73,75,82,82,73,72,80,75,77,73,72,182
6719,4,65,75,78,77,77,79,64,57,73,77,63,67,71,188
6720,4,76,52,74,78,77,75,70,72,77,74,76,72,47,178
6721,5,70,43,67,64,82,80,57,50,82,39,76,57,32,190
6722,4,96,67,69,82,76,76,85,82,77,75,96,68,67,181
6723,2,93,66,74,84,43,53,90,92,46,74,90,77,71,170
6724,2,80,78,78,86,47,69,85,84,45,72,80,82,79,174
6725,1,74,74,82,86,30,53,83,87,31,78,73,84,74,170
6726,4,89,72,78,87,72,64,91,81,67,78,90,76,64,179
6727,1,94,79,72,78,39,81,77,64,47,85,94,73,79,186
6728,5,59,43,54,61,83,86,32,31,84,49,63,60,42,196
6729,1,67,83,74,74,43,83,66,57,33,81,66,76,85,188
6730,2,80,80,83,82,36,64,85,75,34,78,77,84,78,182
6731,1,89,80,61,79,25,75,91,92,20,85,90,58,85,170
6732,3,58,70,85,85,63,59,79,75,68,78,56,93,69,171
6733,5,66,51,60,61,82,85,62,48,85,40,69,48,46,188
6734,3,71,75,75,76,78,83,72,69,81,82,71,78,72,185
6736,3,70,77,82,81,72,72,76,72,75,82,70,84,74,183
6738,3,37,55,69,64,84,80,47,45,84,54,39,74,43,192
6739,3,45,74,77,77,79,78,53,54,80,78,49,78,68,189
6740,2,66,81,81,82,45,70,73,77,57,85,65,85,80,180
6741,2,92,78,75,86,47,67,90,83,38,73,91,79,74,172
6742,3,69,67,80,85,63,62,90,82,66,72,59,82,62,178
6743,2,81,75,81,82,63,69,90,71,63,79,78,83,76,171
6745,1,78,84,67,80,35,62,82,82,43,86,77,67,85,175
6746,1,73,84,79,79,41,84,74,82,22,82,70,81,84,179
6747,4,82,64,74,81,75,75,72,82,77,82,80,71,60,177
6748,2,89,75,78,86,55,61,89,87,47,75,89,77,70,175
6749,2,76,75,82,85,33,53,80,83,50,75,74,82,70,176
6750,4,81,77,76,79,77,73,86,81,75,82,79,76,70,173
6751,4,81,53,70,76,77,78,78,74,76,70,85,64,51,178
6752,1,79,82,75,82,39,73,89,75,30,83,81,81,86,182
6754,1,68,85,64,76,39,73,66,63,35,85,70,60,88,186
6756,1,70,80,62,75,51,82,67,53,39,83,74,75,84,190
6757,4,79,53,74,78,80,78,75,74,81,74,78,75,44,181
6758,3,64,68,72,73,82,80,61,73,82,67,63,73,60,185
6759,3,79,71,79,83,75,70,86,87,75,70,79,81,69,169
6760,3,72,74,78,80,77,79,75,72,70,76,74,80,69,192
6761,1,81,79,62,76,30,83,74,68,39,84,84,69,85,183
6763,2,80,76,81,84,59,62,88,83,55,77,79,81,75,171
6765,1,84,75,77,85,39,69,84,67,39,79,86,78,77,188
6766,4,83,65,77,79,75,88,80,86,74,78,83,78,56,175
6767,3,64,78,82,79,69,71,69,77,66,80,60,83,73,176
6768,2,83,77,78,84,42,55,89,87,63,76,82,77,76,171
6769,2,75,76,84,82,54,58,86,83,59,79,74,88,72,175
6770,2,86,75,72,84,32,60,87,84,25,83,84,72,76,174
6771,1,65,82,59,70,39,85,63,44,37,85,72,65,86,197
6772,3,74,67,75,79,79,74,85,90,80,68,72,74,61,168
6773,2,87,79,76,81,36,69,80,77,24,77,88,77,76,179
6774,4,69,53,73,72,81,76,66,66,81,58,69,66,43,186
6775,1,83,78,72,81,50,80,78,72,46,82,86,74,82,181
6776,2,91,75,74,82,49,71,86,79,45,81,91,75,72,176
6777,3,76,75,80,84,66,69,82,83,68,78,74,84,76,175
6778,2,89,62,77,82,54,63,85,89,61,74,87,77,67,174
6779,3,68,69,73,74,80,83,66,60,80,71,73,71,68,192
6780,2,81,67,78,79,73,74,78,84,71,79,81,78,67,172
6781,5,65,38,54,60,83,84,54,56,83,39,67,40,29,187
6782,4,84,67,76,81,75,75,83,82,75,76,83,73,64,173
6794,2,69,75,83,84,55,69,79,83,64,78,68,84,76,176
6798,4,92,67,73,77,74,77,75,61,72,76,93,70,65,184
6799,2,95,69,71,86,29,66,94,82,32,75,95,73,68,176
6800,3,58,70,82,78,77,77,70,73,77,72,54,79,62,175
6801,4,73,66,81,80,77,69,78,78,78,75,72,79,59,175
6802,4,73,58,75,75,78,74,68,68,77,64,73,75,58,182
6803,4,76,60,73,76,77,77,70,76,74,70,76,71,55,174
6804,2,75,78,80,82,54,72,75,78,52,79,75,81,75,184
6805,3,74,66,80,87,69,74,84,86,66,68,69,86,59,181
6806,2,81,73,78,80,58,69,80,82,57,80,79,78,72,173
6807,1,75,81,68,80,29,74,76,77,25,82,76,70,85,182
6808,4,87,51,74,75,73,75,74,74,74,72,87,76,48,181
6809,5,72,68,74,72,81,78,66,66,84,73,74,73,64,184
6810,2,74,82,78,86,30,57,79,86,30,85,74,77,80,180
6811,2,74,77,79,80,48,61,80,76,45,79,70,81,78,178
6812,5,67,51,61,56,80,84,52,52,79,49,73,60,47,190
6813,2,75,76,80,82,55,63,80,74,39,78,74,81,74,187
6814,3,78,67,79,82,74,72,78,83,75,75,76,79,63,175
6815,3,65,68,77,80,78,75,64,65,79,76,62,81,61,187
6816,2,79,78,77,84,44,70,86,87,38,82,77,79,76,168
6817,5,69,46,60,67,80,80,64,57,78,42,72,55,39,185
6819,1,76,81,67,78,32,69,76,77,22,83,74,70,85,178
6820,2,72,76,79,85,37,67,85,78,53,79,67,76,70,177
6821,2,86,73,73,85,36,65,90,86,40,77,86,81,75,176
6822,2,80,75,80,83,60,65,85,79,66,78,79,79,68,185
6823,2,93,70,72,87,25,63,93,87,28,74,93,73,67,173
6824,2,94,71,72,85,51,61,94,92,54,75,94,75,69,173
6825,2,80,77,78,86,27,56,93,93,23,80,76,78,76,163
6826,2,94,76,73,82,33,64,86,84,45,79,95,76,74,178
6827,5,62,36,64,65,80,83,54,47,77,45,69,61,32,195
6828,2,69,79,83,80,44,57,68,70,41,82,71,84,81,179
6829,1,67,82,67,76,36,74,59,58,22,80,67,73,84,184
6830,3,73,68,77,87,73,79,81,90,72,69,73,80,64,185
6831,5,65,49,66,70,81,77,60,63,80,52,68,61,43,186
6832,1,46,83,81,78,72,83,57,63,69,84,46,83,83,184
6833,4,75,77,80,77,77,76,74,71,79,75,76,78,75,181
6835,4,67,61,72,74,80,68,70,71,77,72,67,66,55,180
6836,1,73,79,65,74,48,86,57,53,58,80,75,74,82,188
6837,5,60,65,74,71,79,78,66,56,77,54,61,71,55,189
6838,2,79,76,77,82,46,75,85,85,49,81,76,80,76,172
6839,2,59,82,78,79,59,72,68,79,59,84,54,84,80,181
6840,5,70,44,64,70,82,73,65,73,82,54,70,63,33,184
6841,3,71,67,76,80,79,81,79,80,79,76,71,80,64,176
6842,2,80,82,77,81,46,86,70,91,46,81,78,78,79,180
6844,1,55,78,70,69,50,76,57,60,52,85,56,69,80,188
6846,3,68,64,74,75,79,84,72,72,75,70,70,75,61,180
6847,3,44,68,76,73,80,77,43,47,81,69,45,71,59,194
6848,1,81,78,77,79,41,70,72,81,37,83,81,77,77,181
6849,4,72,63,75,72,79,71,71,73,80,67,75,66,56,176
6850,2,78,75,78,82,56,64,80,83,53,81,77,82,73,177
6851,4,66,63,76,75,80,81,66,60,83,70,68,72,58,185
6852,1,67,80,67,74,40,82,65,38,40,83,70,76,82,189
6853,3,68,76,72,72,76,81,59,53,75,72,69,69,72,187
6854,5,72,61,72,74,80,74,71,73,79,61,72,75,55,184
6855,1,90,80,72,77,36,77,83,72,32,84,90,73,84,182
6856,3,52,65,80,69,70,80,49,61,70,67,55,80,50,185
6857,3,63,73,82,80,70,72,68,75,72,73,62,85,73,179
6858,5,78,37,66,66,80,80,60,73,77,37,83,53,32,180
6860,5,71,70,65,61,81,82,64,63,80,67,75,65,65,184
6861,2,88,75,75,85,30,65,93,83,34,77,87,76,75,177
6862,4,88,65,74,80,76,76,77,81,76,71,88,73,63,175
6863,5,68,36,69,72,82,77,60,59,81,49,71,67,29,188
6864,4,87,51,70,77,76,65,78,77,76,67,87,66,52,178
6865,4,75,69,74,75,78,79,74,75,78,63,76,62,64,173
6866,4,78,55,73,74,78,76,66,72,78,65,79,68,44,181
6867,1,73,83,77,79,39,74,79,78,29,83,70,80,85,181
6868,2,76,74,80,84,46,61,85,82,48,76,74,83,73,180
6869,1,76,81,57,77,41,81,78,75,55,85,76,61,88,181
6870,3,79,72,81,83,70,60,78,76,69,77,81,83,68,180
6871,2,76,69,78,85,55,65,85,80,62,76,74,80,68,172
6872,2,78,80,79,82,36,68,87,73,42,79,77,80,79,183
6873,4,82,71,72,81,75,69,78,85,72,78,86,65,71,170
6874,3,65,74,80,84,64,70,79,78,72,78,62,82,74,183
6876,3,72,77,78,78,76,77,75,74,75,79,72,80,75,181
6877,4,73,66,80,80,75,72,76,85,75,75,63,79,59,175
6878,5,72,50,72,73,81,77,67,62,82,51,74,72,42,187
6879,2,93,75,71,81,41,64,90,76,42,78,93,72,75,175
6880,5,84,51,66,71,82,77,63,60,84,70,88,62,59,187
6881,3,69,70,79,83,69,70,78,79,67,76,67,82,68,179
6882,4,80,63,70,75,73,80,77,78,72,66,78,60,59,175
6883,3,61,73,76,80,75,63,77,90,76,73,57,77,71,172
6884,2,83,77,71,84,53,77,87,86,53,82,79,74,77,178
6885,3,70,76,78,81,77,78,76,74,73,78,71,81,77,189
6886,4,83,42,69,72,80,77,68,65,75,59,87,64,30,187
6888,2,84,80,70,80,48,77,74,54,43,80,88,76,82,192
6889,5,75,49,72,71,80,79,75,65,79,64,77,65,42,184
6891,2,78,74,80,84,69,65,85,83,69,78,77,79,74,179
6892,1,68,81,68,73,32,82,67,60,35,87,68,70,84,186
6893,5,78,50,66,71,81,81,69,67,81,64,79,59,48,186
6894,2,83,75,76,82,48,71,78,88,54,77,83,81,74,178
6895,2,85,73,78,80,45,57,82,73,62,75,85,80,75,175
6902,2,73,76,76,81,43,50,81,82,49,79,69,77,75,169
6905,3,80,74,78,83,67,73,79,87,68,79,80,81,70,175
6906,2,75,70,76,81,56,55,87,89,58,78,74,79,74,171
6907,5,74,53,70,72,81,76,73,70,82,51,74,66,48,180
6908,3,78,63,77,78,77,89,64,58,76,74,84,74,54,187
6909,2,87,75,70,83,32,57,87,85,25,83,86,71,78,174
6910,1,88,80,70,79,39,80,74,68,28,77,91,70,80,185
6911,3,68,70,80,78,75,79,71,75,79,76,68,82,58,180
6912,3,66,72,77,79,79,74,75,76,80,75,64,79,70,182
6913,5,77,40,61,67,79,81,62,65,75,45,84,58,39,186
6914,5,77,34,57,70,81,73,71,75,79,37,77,44,32,178
6915,1,87,79,63,73,39,79,77,68,36,81,92,65,83,185
6916,1,82,80,65,78,28,69,80,68,25,80,83,76,82,192
6917,2,96,66,68,86,38,80,85,88,37,64,96,69,66,178
6918,2,86,77,76,78,46,64,86,73,59,82,87,82,77,178
6919,3,70,79,81,78,66,79,62,65,61,70,71,79,73,181
6920,3,60,72,85,77,66,67,75,77,67,67,55,82,70,173
6921,2,76,81,78,82,63,58,84,86,63,75,73,79,78,172
6922,2,59,77,87,78,45,58,67,70,50,80,58,84,74,183
6923,3,69,74,75,77,79,88,73,68,77,77,69,79,69,188
6924,4,79,60,66,71,76,89,68,53,75,73,82,59,64,188
6925,3,66,80,78,77,73,73,67,66,76,75,66,78,77,184
6926,2,91,76,75,78,49,74,92,85,65,76,90,77,72,174
6928,1,86,79,74,76,43,67,79,75,50,83,87,75,80,172
6929,2,72,76,80,80,34,47,78,92,38,76,70,77,74,167
6930,1,87,78,75,80,29,67,82,88,31,82,87,78,78,179
6931,4,72,69,77,76,76,70,71,70,72,70,73,66,56,176
6932,5,69,57,63,65,77,82,46,39,75,53,69,50,54,185
6933,2,79,75,77,79,53,77,86,78,35,75,77,78,73,180
6934,3,57,76,75,75,79,73,63,71,79,82,52,78,70,184
6935,2,74,71,77,85,42,54,79,78,58,74,73,80,67,179
6936,2,55,78,82,78,60,67,66,61,60,77,54,81,73,186
6937,1,67,81,70,73,48,82,65,62,45,80,67,69,85,186
6938,3,34,55,71,68,77,86,33,31,77,67,34,73,50,196
6939,1,93,76,73,81,40,72,91,76,30,80,92,79,77,174
6940,5,68,47,58,59,81,81,55,44,79,46,75,56,54,194
6941,1,83,80,73,79,48,78,83,87,43,77,80,78,80,180
6942,3,63,70,78,71,75,84,61,57,74,65,65,74,58,187
6943,1,84,80,70,75,33,81,71,74,31,79,87,72,80,181
6944,1,88,79,69,83,27,66,85,80,26,81,90,76,81,179
6945,1,77,82,75,77,32,69,72,72,25,81,78,78,85,180
6946,2,75,78,80,79,59,68,76,77,73,75,75,80,77,177
6947,2,77,76,76,79,41,74,71,62,68,78,78,77,77,185
6948,5,67,46,74,71,80,75,73,66,79,67,67,70,41,184
6949,3,69,76,79,83,68,61,79,79,68,77,69,81,73,174
6950,3,63,74,81,79,74,73,74,78,73,73,63,79,69,177
6951,5,60,49,64,63,80,81,54,35,75,48,66,62,37,196
6952,5,47,58,75,67,79,75,48,54,83,50,48,73,51,186
6953,2,87,74,72,82,37,68,81,75,32,75,87,73,73,180
6954,4,79,63,76,76,73,76,67,70,74,77,79,71,61,178
6955,3,63,74,77,79,77,83,65,67,76,74,60,78,67,187
6956,2,70,71,81,81,32,61,78,82,34,74,70,80,71,177
6957,3,63,61,72,77,75,73,74,72,79,61,63,75,53,181
6958,4,89,51,69,73,74,81,76,73,75,72,89,68,49,184
6959,3,73,75,79,78,72,78,78,68,68,78,72,79,75,180
6960,4,81,67,78,75,71,72,76,74,70,68,82,70,66,177
6961,5,66,27,57,58,80,81,48,38,79,27,68,60,20,195
6962,1,76,80,69,75,30,75,78,70,30,84,76,71,84,179
6963,2,75,70,78,80,31,62,78,78,22,78,76,82,71,182
6964,1,77,80,67,76,38,75,72,71,45,84,78,71,81,177
6965,3,48,69,73,75,79,83,66,76,82,73,46,73,69,180
6966,1,86,78,75,83,58,68,77,80,63,84,86,75,78,180
6967,4,82,54,72,76,73,76,74,80,71,71,82,66,48,175
6968,3,64,48,68,75,77,84,64,56,72,59,65,70,37,189
6969,5,75,42,63,69,79,80,69,61,77,36,77,61,42,184
6970,1,80,78,75,82,35,66,82,80,38,78,77,76,79,175
6971,1,83,76,63,75,38,80,72,64,38,82,87,64,78,187
6972,1,66,78,64,74,35,80,61,72,32,82,69,71,79,187
6973,5,74,42,58,63,79,79,67,61,77,47,77,55,33,186
6974,3,80,72,79,83,67,68,87,79,67,75,83,80,69,180
6975,3,72,58,79,81,73,73,68,68,76,64,76,76,52,187
6976,1,89,79,62,65,41,90,66,50,51,84,90,67,80,186
6977,3,68,49,74,74,76,85,56,45,75,65,76,72,34,195
6978,2,75,71,81,77,72,69,69,70,70,75,75,83,67,186
6979,1,82,81,65,78,48,83,74,86,51,77,84,68,82,172
6980,1,88,79,74,83,46,65,90,82,55,75,84,74,76,177
6981,2,89,70,73,83,33,60,92,81,32,76,89,80,70,175
6982,3,68,71,75,76,76,84,69,62,74,68,68,75,66,193
6983,3,78,75,77,80,73,71,77,72,75,73,80,79,67,180
6984,4,91,70,72,81,72,72,80,79,69,75,91,72,73,175
6985,2,68,76,77,82,50,62,80,86,50,80,60,78,75,179
6991,2,88,72,76,82,46,60,95,96,45,75,84,76,73,163
6995,4,74,46,74,78,74,65,79,79,75,73,73,68,37,172
6996,2,74,72,81,84,24,60,84,84,29,77,74,83,64,175
6997,2,71,76,81,83,39,51,89,87,51,69,69,85,71,168
7004,3,53,63,70,65,80,83,48,38,82,53,54,63,52,190
7005,3,69,64,77,78,74,73,71,73,75,66,69,79,60,182
7006,5,77,46,66,71,80,76,69,64,79,36,81,67,36,187
7007,3,70,74,78,80,57,73,65,61,54,75,70,80,69,186
7008,5,75,38,71,76,78,76,73,71,77,61,76,69,38,187
7009,2,72,78,77,79,61,65,72,76,61,79,74,75,73,180
7010,5,74,52,63,63,78,78,65,62,78,27,76,59,54,192
7011,2,68,79,74,81,54,72,79,65,61,81,68,77,77,180
7012,2,94,77,68,80,22,66,78,74,25,75,94,72,75,185
7013,1,87,77,68,80,37,76,85,71,23,78,84,68,80,177
7014,1,90,77,65,81,29,71,83,77,27,77,90,66,82,179
7015,3,77,63,77,77,70,77,74,83,72,66,78,76,58,176
7016,2,89,71,75,80,50,63,87,64,49,75,89,78,69,174
7017,2,92,60,71,85,33,50,92,94,42,76,90,77,59,165
7018,3,79,72,76,81,71,81,76,89,73,74,79,77,66,176
7019,2,88,74,70,80,36,64,81,81,28,76,88,74,73,175
7021,2,90,70,71,79,35,57,88,76,35,78,90,74,72,179
7022,2,76,69,74,80,73,70,75,82,74,72,76,72,67,177
7023,2,78,64,77,80,76,70,76,68,76,71,78,75,57,181
7024,1,73,76,71,75,44,80,59,67,32,82,74,75,76,183
7025,1,70,77,64,76,31,61,75,78,21,85,66,70,83,175
7026,3,41,66,68,68,78,85,61,66,76,59,43,65,57,179
7027,2,77,72,76,77,75,77,70,76,73,78,79,72,66,183
7028,2,76,72,78,82,32,47,84,88,27,73,74,78,70,167
7029,4,81,62,73,75,71,78,73,77,69,74,84,70,59,182
7030,1,85,75,73,77,56,84,83,76,54,77,87,74,75,178
7032,4,71,67,76,74,77,74,71,70,78,64,74,68,58,180
7033,1,82,77,65,76,39,74,75,73,29,82,85,70,81,180
7034,2,71,72,80,81,49,71,79,77,50,75,70,80,70,170
7035,3,69,59,66,65,81,78,53,50,81,61,73,65,49,188
7036,4,81,63,73,77,74,71,76,74,74,66,82,68,66,178
7037,2,46,78,80,76,60,74,57,40,58,84,52,85,80,195
7038,2,89,71,74,79,48,61,79,80,55,76,90,71,69,178
7039,2,78,64,74,78,75,72,76,61,76,74,81,72,60,186
7040,1,81,79,68,79,31,72,72,63,30,78,85,71,79,188
7041,4,78,57,70,73,75,82,74,84,76,69,79,66,53,175
7042,1,75,79,58,78,33,72,75,75,37,81,75,62,81,185
7043,2,80,71,75,83,46,53,91,92,60,73,72,75,69,169
7044,2,84,68,73,84,39,44,94,95,31,73,79,74,65,164
7045,1,81,71,67,74,56,81,73,54,55,81,82,69,76,192
7046,4,73,63,71,73,74,87,60,55,71,73,77,74,57,183
7047,3,68,74,71,74,76,82,62,68,76,73,72,75,72,184
7048,3,55,72,75,75,75,75,62,54,74,76,53,74,68,186
7049,2,74,75,79,80,50,60,80,88,54,73,73,81,71,170
7050,4,84,54,69,70,73,82,64,64,72,65,90,56,48,185
7051,1,78,78,61,74,44,87,67,77,42,78,78,62,79,188
7052,2,86,77,74,80,38,67,91,93,40,75,85,72,76,174
7053,5,67,72,77,71,79,83,58,55,78,76,73,76,66,189
7054,3,78,57,73,74,78,80,67,65,79,65,83,72,40,186
7055,2,83,64,72,77,76,76,68,74,77,77,85,70,64,185
7056,1,85,73,70,78,36,67,77,79,34,82,83,73,76,174
7057,5,73,34,64,68,80,76,64,54,77,53,79,59,30,189
7058,2,92,65,70,84,58,56,93,92,59,74,91,70,65,165
7059,1,81,79,67,78,27,69,75,71,27,81,81,65,82,185
7060,4,86,59,72,75,72,80,76,77,73,67,86,72,52,178
7061,3,62,73,79,72,78,81,61,67,76,62,62,77,66,183
7062,4,94,45,61,74,71,75,79,73,69,69,94,56,43,179
7063,1,74,78,59,72,31,70,65,56,35,80,78,67,82,196
7064,5,74,34,57,68,80,78,65,55,76,37,79,51,29,194
7065,2,79,79,72,83,32,70,83,78,32,78,79,72,82,183
7066,2,92,76,68,79,32,69,86,66,28,79,92,69,75,180
7067,5,65,35,63,68,80,75,63,45,79,42,65,60,28,191
7068,2,81,76,72,80,39,74,76,66,27,75,83,71,75,185
7069,2,90,70,71,84,36,62,92,85,36,75,89,77,70,172
7074,3,51,57,72,74,74,81,60,64,74,58,48,73,48,182
7079,1,69,80,73,78,50,69,76,73,35,82,69,75,81,174
7080,1,83,78,72,78,47,79,85,81,55,83,83,75,82,175
7084,1,82,76,67,77,27,74,71,66,16,78,85,69,77,188
7085,2,87,73,69,82,36,64,89,86,32,69,86,70,75,174
7086,3,71,72,71,77,77,87,68,79,78,74,73,70,64,183
7087,3,80,65,78,76,72,76,74,75,70,60,78,78,60,181
7088,5,72,44,65,68,78,74,69,64,76,53,72,59,37,186
7089,2,81,78,71,78,39,67,77,72,35,77,82,74,79,181
7090,4,88,60,68,76,71,76,82,91,71,70,88,66,61,168
7091,4,80,57,72,75,73,76,74,67,71,62,81,65,48,182
7092,2,95,70,69,76,43,63,85,81,50,74,95,68,68,170
7093,4,89,60,66,77,71,72,85,82,71,70,89,55,57,175
7094,4,81,59,72,80,72,68,86,55,70,71,83,71,61,183
7095,3,66,71,78,81,62,64,77,75,61,74,64,81,70,178
7096,1,87,77,68,78,38,76,74,74,33,77,90,71,77,184
7097,4,86,68,71,76,71,71,78,76,71,74,87,68,66,176
7098,3,67,65,62,69,78,86,62,56,77,73,69,65,63,189
7099,3,68,62,69,71,77,84,69,66,77,66,69,66,54,188
7100,1,81,77,63,76,40,79,79,76,46,75,81,62,78,184
7101,1,82,73,78,82,48,50,89,90,55,77,80,78,68,174
7102,5,71,29,52,57,77,83,64,62,72,39,73,32,20,188
7103,5,74,40,59,64,76,79,76,72,73,45,75,58,37,182
7104,4,79,64,74,77,69,75,77,79,68,70,81,69,58,179
7105,3,66,70,72,72,75,84,61,60,74,68,70,71,65,190
7106,4,87,61,68,73,73,78,74,76,76,67,87,65,57,180
7107,5,82,61,70,77,77,81,87,70,76,67,84,63,53,180
7108,4,88,64,69,76,70,71,81,81,70,70,92,63,53,178
7109,3,80,69,74,78,71,76,79,85,75,70,79,75,70,174
7110,3,75,76,78,82,53,64,77,73,46,76,72,80,74,178
7111,3,72,77,77,78,74,77,78,74,75,72,73,77,75,181
7112,5,76,54,63,64,79,76,68,71,78,45,77,55,53,183
7113,4,79,60,78,79,73,64,83,75,74,70,79,79,58,179
7114,5,78,37,50,65,79,73,61,76,80,31,78,28,30,180
7115,2,92,71,67,82,36,64,91,92,30,73,92,71,72,168
7116,4,89,60,71,77,70,64,85,80,70,73,90,73,59,179
7117,1,79,80,61,73,45,79,78,72,41,78,80,63,79,180
7118,4,76,71,74,74,73,70,70,77,67,77,76,69,65,175
7119,2,82,57,71,75,76,68,71,66,78,77,81,69,60,180
7120,2,87,71,72,75,72,75,64,67,72,73,88,72,66,185
7121,3,78,60,74,79,75,81,68,78,77,65,77,75,55,185
7122,1,93,75,71,79,28,69,91,71,28,79,93,78,78,177
7123,3,73,65,72,78,75,82,67,70,72,72,73,74,59,184
7125,3,76,67,72,77,76,83,81,81,77,75,77,74,68,172
7126,3,76,74,74,78,68,74,79,79,66,73,77,77,71,177
7127,2,88,71,71,83,37,48,94,94,28,75,85,75,68,164
7128,2,90,73,67,81,34,56,90,82,37,76,90,67,75,175
7129,5,75,29,61,68,79,67,63,46,81,28,75,58,22,187
7130,3,73,63,76,75,72,75,73,70,72,67,75,79,56,185
7131,2,91,70,67,82,32,64,84,70,22,76,90,69,68,179
7132,5,72,36,56,71,76,79,64,68,74,30,75,60,35,186
7133,1,85,76,69,78,25,66,78,71,21,75,87,73,81,177
7134,2,87,73,71,81,35,66,86,77,37,75,87,72,71,176
7153,3,75,74,75,81,59,75,74,70,58,80,76,74,72,180
7154,2,91,68,68,81,29,60,84,77,38,75,91,67,64,178
7155,4,94,60,66,76,67,70,86,80,68,71,94,63,56,172
7156,4,92,51,64,75,70,68,84,77,69,66,92,63,40,172
7157,2,88,71,68,79,29,53,89,82,23,68,87,67,75,178
7158,5,74,55,59,54,77,77,59,55,77,31,78,49,46,188
7159,4,66,56,76,73,73,73,67,73,75,65,64,65,43,181
7160,1,80,75,70,77,35,74,80,72,35,75,80,69,77,177
7161,3,85,63,72,81,63,75,89,90,65,73,85,73,62,177
7162,2,78,76,72,79,44,58,84,84,46,76,78,76,77,173
7163,1,84,78,66,77,32,62,83,86,34,80,86,65,80,169
7164,4,92,51,66,73,70,69,76,76,72,65,91,60,47,181
7165,2,81,70,73,80,43,64,87,75,43,75,79,76,70,178
7166,4,73,62,74,82,72,68,84,79,71,74,65,79,63,177
7167,2,81,70,74,79,65,74,82,73,69,72,83,77,70,175
7168,2,89,69,70,82,32,61,92,87,26,65,87,70,67,173
7169,5,75,53,64,69,77,75,68,62,76,52,73,70,50,190
7170,1,94,76,69,81,49,76,93,92,40,76,94,68,78,168
7171,2,90,72,66,80,29,65,86,84,19,73,90,69,75,171
7172,1,91,74,71,79,30,70,80,77,17,74,91,70,76,181
