,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
Short & Lean (60kg)",227,392,1913,94,95,31,73,79,74,65
7045,Yussuf Poulsen,78,ST,,700,3,3,M \ H,81,71,67,74,56,81,"192cm | 6'4""
High & Average+ (84kg)",60,430,1998,73,54,55,81,82,69,76
7046,Sead Kolašinac,78,LB,,1K,3,2,H \ M,73,63,71,73,74,87,"183cm | 6'0""
Stocky (86kg)",101,441,2037,60,55,71,73,77,74,57
7047,Abdoulaye Doucouré,78,CDM,,850,3,3,H \ M,68,74,71,74,76,82,"184cm | 6'0""
Unique (76kg)",114,445,2064,62,68,76,73,72,75,72
7048,Bryan Cristante,78,CDM,,700,3,3,M \ M,55,72,75,75,75,75,"186cm | 6'1""
High & Average+ (80kg)",51,427,2054,62,54,74,76,53,74,68
7049,Florent Mollet,78,CAM,,4.7K,4,4,H \ M,74,75,79,80,50,60,"170cm | 5'7""
Short & Lean- (67kg)",50,418,2034,80,88,54,73,73,81,71
7050,Christian Günter,78,LB,,1K,3,2,H \ M,84,54,69,70,73,82,"185cm | 6'1""
High & Stocky (86kg)",188,432,1973,64,64,72,65,90,56,48
7051,Jhon Córdoba,78,ST,,0,3,3,H \ M,78,78,61,74,44,87,"188cm | 6'2""
High & Stocky (85kg)",10,422,1988,67,77,42,78,78,62,79
7052,Darwin Machís,78,LM,,800,4,4,H \ M,86,77,74,80,38,67,"174cm | 5'9""
Stocky (74kg)",140,422,2004,91,93,40,75,85,72,76
7053,Leander Dendoncker,78,CB,,1.5K,2,4,H \ H,67,72,77,71,79,83,"189cm | 6'2""
High & Average (88kg)",88,449,2136,58,55,78,76,73,76,66
7054,Jean-Philippe Gbamin,78,CDM,,850,3,3,M \ H,78,57,73,74,78,80,"186cm | 6'1""
High & Average (83kg)",193,440,2049,67,65,79,65,83,72,40
7055,Hans Hateboer,78,RM,,700,3,3,M \ H,83,64,72,77,76,76,"185cm | 6'1""
High & Average+ (72kg)",91,448,2053,68,74,77,77,85,70,64
7056,Lei Wu,78,ST,,700,3,4,M \ M,85,73,70,78,36,67,"174cm | 5'9""
Lean (66kg)",136,409,1954,77,79,34,82,83,73,76
7057,Nico Elvedi,78,CB,,1K,3,3,M \ M,73,34,64,68,80,76,"189cm | 6'2""
High & Average (78kg)",52,395,1795,64,54,77,53,79,59,30
7058,Franco Cervi,78,LM,,0,4,3,H \ H,92,65,70,84,58,56,"165cm | 5'5""
Short & Lean- (62kg)",64,425,2040,93,92,59,74,91,70,65
7059,Karl Toko-Ekambi,78,ST,,1K,3,4,H \ M,81,79,67,78,27,69,"185cm | 6'1""
High & Average (78kg)",50,401,1900,75,71,27,81,81,65,82
7060,Kieran Tierney,78,LB,,3.6K,3,3,H \ H,86,59,72,75,72,80,"178cm | 5'10""
Average (76kg)",361,444,2041,76,77,73,67,86,72,52
7061,Rubén Alcaraz Jiménez,78,CM,,800,3,4,M \ H,62,73,79,72,78,81,"183cm | 6'0""
Average (81kg)",57,445,2173,61,67,76,62,62,77,66
7062,Falaye Sacko,78,RB,,700,3,3,H \ M,94,45,61,74,71,75,"179cm | 5'10""
Lean (64kg)",170,420,1929,79,73,69,69,94,56,43
7063,Tammy Abraham,78,ST,,950,3,3,M \ M,74,78,59,72,31,70,"196cm | 6'5""
High & Average+ (87kg)",141,384,1791,65,56,35,80,78,67,82
7064,Ibrahima Konaté,78,CB,,9K,3,2,M \ H,74,34,57,68,80,78,"194cm | 6'4""
High & Average (95kg)",297,391,1750,65,55,76,37,79,51,29
7065,Matheus Santos Carneiro Da Cunha,78,CAM,,1.6K,4,4,H \ L,79,79,72,83,32,70,"183cm | 6'0""
Lean (76kg)",235,415,1995,83,78,32,78,79,72,82
7066,Luis Díaz,78,LM,,700,4,4,H \ M,92,76,68,79,32,69,"180cm | 5'11""
Lean (73kg)",178,416,1918,86,66,28,79,92,69,75
7067,Pau Francisco Torres,78,CB,,1.1K,2,3,M \ H,65,35,63,68,80,75,"191cm | 6'3""
High & Average+ (80kg)",110,386,1780,63,45,79,42,65,60,28
7068,Anthony Nwakaeme,78,LM,,700,4,4,H \ L,81,76,72,80,39,74,"185cm | 6'1""
High & Average (80kg)",200,422,1969,76,66,27,75,83,71,75
7069,Antony Matheus dos Santos,78,RW,,1.6K,4,2,H \ M,90,70,71,84,36,62,"172cm | 5'8""
Average (63kg)",399,413,1946,92,85,36,75,89,77,70
7070,Michy Batshuayi,78,ST,,6K,4,5,M \ L,75,79,58,78,33,72,"185cm | 6'1""
High & Average (91kg)",108,395,1881,75,75,37,81,75,62,81
7071,Jhon Córdoba,78,ST,,700,3,3,H \ M,78,78,61,74,44,87,"188cm | 6'2""
High & Stocky (85kg)",69,422,1988,67,77,42,78,78,62,79
7072,Ross Barkley,78,CM,,10K,4,5,M \ M,70,74,78,80,57,73,"186cm | 6'1""
High & Average (87kg)",71,432,2040,65,61,54,75,70,80,69
7073,Antonio Candreva,78,RM,,3.7K,4,4,M \ M,72,78,77,79,61,65,"180cm | 5'11""
Average (70kg)",20,432,2073,72,76,61,79,74,75,73
7074,Iván Marcone,78,CDM,,1.1K,3,3,M \ H,51,57,72,74,74,81,"182cm | 6'0""
Average (86kg)",20,409,1959,60,64,74,58,48,73,48
7075,Victor Moses,78,RM,,700,4,4,M \ M,76,69,74,80,73,70,"177cm | 5'10""
Average (77kg)",61,442,2113,75,82,74,72,76,72,67
7076,Sead Kolašinac,78,LB,,10K,3,2,H \ M,73,63,71,73,74,87,"183cm | 6'0""
Stocky (86kg)",220,441,2037,60,55,71,73,77,74,57
7077,Kévin Malcuit,78,RB,,10K,3,3,H \ M,81,63,73,77,74,71,"178cm | 5'10""
Average (77kg)",50,439,2032,76,74,74,66,82,68,66
7078,M'Baye Niang,78,ST,,8K,3,4,H \ L,81,79,68,79,31,72,"188cm | 6'2""
High & Average (83kg)",-10,410,1921,72,63,30,78,85,71,79
7079,Lisandro López,78,ST,,10K,4,4,H \ H,69,80,73,78,50,69,"174cm | 5'9""
Average (74kg)",52,419,2055,76,73,35,82,69,75,81
7080,Rafael Santos Borré,78,ST,,900,3,3,H \ H,83,78,72,78,47,79,"175cm | 5'9""
Average (71kg)",40,437,2105,85,81,55,83,83,75,82
7081,Franco Cervi,78,LM,,800,4,3,H \ H,92,65,70,84,58,56,"165cm | 5'5""
Short & Lean- (62kg)",26,425,2040,93,92,59,74,91,70,65
7082,Gervais Yao Kouassi,78,LW,,700,3,3,H \ L,90,70,71,79,35,57,"179cm | 5'10""
Lean (65kg)",42,402,1884,88,76,35,78,90,74,72
7083,Ibrahima Konaté,78,CB,,5.4K,3,2,M \ H,74,34,57,68,80,78,"194cm | 6'4""
High & Average (95kg)",251,391,1750,65,55,76,37,79,51,29
7084,Divock Origi,77,ST,,1.1K,4,4,H \ M,82,76,67,77,27,74,"188cm | 6'2""
High & Average+ (75kg)",180,403,1869,71,66,16,78,85,69,77
7085,Takumi Minamino,77,RW,,900,3,4,H \ M,87,73,69,82,36,64,"174cm | 5'9""
Lean (67kg)",155,411,1964,89,86,32,69,86,70,75
7086,Franck Yannick Kessié,77,CM,,700,3,4,H \ H,71,72,71,77,77,87,"183cm | 6'0""
Average (76kg)",370,455,2155,68,79,78,74,73,70,64
7087,Sandro Tonali,77,CDM,,700,3,4,M \ H,80,65,78,76,72,76,"181cm | 5'11""
Average (80kg)",226,447,2114,74,75,70,60,78,78,60
7088,Thilo Kehrer,77,CB,,3.5K,3,5,M \ H,72,44,65,68,78,74,"186cm | 6'1""
High & Average (76kg)",67,401,1886,69,64,76,53,72,59,37
7089,Mason Greenwood,77,RM,,900,3,5,H \ M,81,78,71,78,39,67,"181cm | 5'11""
Average (70kg)",407,414,1953,77,72,35,77,82,74,79
7090,Hassane Kamara,77,LB,,2K,3,3,H \ H,88,60,68,76,71,76,"168cm | 5'6""
Short & Lean- (67kg)",406,439,2018,82,91,71,70,88,66,61
7091,Reece James,77,RB,,1.8K,3,3,H \ M,80,57,72,75,73,76,"182cm | 6'0""
Stocky (87kg)",361,433,2010,74,67,71,62,81,65,48
7092,Daniel James,77,RM,,800,3,4,H \ H,95,70,69,76,43,63,"170cm | 5'7""
Short & Lean- (76kg)",572,416,1930,85,81,50,74,95,68,68
7093,Ridgeciano Haps,77,LB,,700,3,3,H \ M,89,60,66,77,71,72,"175cm | 5'9""
Average (66kg)",132,435,2004,85,82,71,70,89,55,57
7094,Noussair Mazraoui,77,RB,,700,3,3,H \ L,81,59,72,80,72,68,"183cm | 6'0""
Lean (62kg)",37,432,1986,86,55,70,71,83,71,61
7095,Adam Lallana,77,CM,,1K,4,5,H \ H,66,71,78,81,62,64,"178cm | 5'10""
Lean (73kg)",97,422,2068,77,75,61,74,64,81,70
7096,Joshua King,77,CF,,2.5K,4,3,M \ M,87,77,68,78,38,76,"184cm | 6'0""
Average (82kg)",126,424,1988,74,74,33,77,90,71,77
7097,Patrick van Aanholt,77,LB,,10K,3,4,H \ L,86,68,71,76,71,71,"176cm | 5'9""
Lean (67kg)",222,443,2116,78,76,71,74,87,68,66
7098,Cheikhou Kouyaté,77,CDM,,700,3,3,H \ H,67,65,62,69,78,86,"189cm | 6'2""
High & Average+ (83kg)",70,427,1980,62,56,77,73,69,65,63
7099,Josef de Souza Dias,77,CDM,,0,3,4,H \ M,68,62,69,71,77,84,"188cm | 6'2""
High & Average (77kg)",-2,431,2034,69,66,77,66,69,66,54
7100,Johnathan Aparecido Silva,77,ST,,0,4,5,H \ L,81,77,63,76,40,79,"184cm | 6'0""
Lean (75kg)",122,416,1949,79,76,46,75,81,62,78
7101,Simone Verdi,77,CF,,700,4,5,H \ L,82,73,78,82,48,50,"174cm | 5'9""
Average (65kg)",118,413,2030,89,90,55,77,80,78,68
7102,Dedryck Boyata,77,CB,,900,2,3,M \ H,71,29,52,57,77,83,"188cm | 6'2""
High & Average (84kg)",71,369,1673,64,62,72,39,73,32,20
7103,Jeison Murillo,77,CB,,0,2,3,M \ H,74,40,59,64,76,79,"182cm | 6'0""
Average (78kg)",10,392,1844,76,72,73,45,75,58,37
7104,Jonathan Schmid,77,RB,,750,3,3,H \ M,79,64,74,77,69,75,"179cm | 5'10""
Average (80kg)",59,438,2102,77,79,68,70,81,69,58
7105,Okay Yokuşlu,77,CDM,,1K,3,3,M \ H,66,70,72,72,75,84,"190cm | 6'3""
High & Average+ (79kg)",63,439,2083,61,60,74,68,70,71,65
7106,Stefan Ristovski,77,RB,,0,3,3,H \ M,87,61,68,73,73,78,"180cm | 5'11""
Average (72kg)",50,440,2031,74,76,76,67,87,65,57
7107,Clinton Mukoni Mata Pedro Lourenço,77,CB,,1.9K,3,3,H \ H,82,61,70,77,77,81,"180cm | 5'11""
Average (73kg)",701,448,2118,87,70,76,67,84,63,53
7108,Bruno da Silva Peres,77,RB,,5.4K,3,2,H \ L,88,64,69,76,70,71,"178cm | 5'10""
Lean (72kg)",424,438,2076,81,81,70,70,92,63,53
7109,Callum McGregor,77,CDM,,700,4,4,H \ H,80,69,74,78,71,76,"174cm | 5'9""
Average (74kg)",92,448,2087,79,85,75,70,79,75,70
7110,Rodrigo Javier De Paul,77,CM,,700,4,3,H \ L,75,76,78,82,53,64,"178cm | 5'10""
Average (70kg)",88,428,2038,77,73,46,76,72,80,74
7111,Wylan Cyprien,77,CM,,0,4,3,M \ M,72,77,77,78,74,77,"181cm | 5'11""
Average (78kg)",101,455,2195,78,74,75,72,73,77,75
7112,Rúben Vezo,77,CB,,1.7K,2,2,M \ M,76,54,63,64,79,76,"183cm | 6'0""
Average (80kg)",102,412,1920,68,71,78,45,77,55,53
7113,Daley Sinkgraven,77,LB,,700,4,3,H \ M,79,60,78,79,73,64,"179cm | 5'10""
Lean (65kg)",71,433,2083,83,75,74,70,79,79,58
7114,Bartolomeu Quissanga,77,CB,,0,2,3,M \ H,78,37,50,65,79,73,"180cm | 5'11""
Average (77kg)",114,382,1730,61,76,80,31,78,28,30
7115,Moses Simon,77,LM,,1.4K,4,4,M \ M,92,71,67,82,36,64,"168cm | 5'6""
Short & Lean- (69kg)",238,412,1925,91,92,30,73,92,71,72
7116,Álex Moreno,77,LB,,1.2K,3,3,H \ M,89,60,71,77,70,64,"179cm | 5'10""
Lean (68kg)",160,431,2037,85,80,70,73,90,73,59
7117,Mariano Díaz Mejía,77,ST,,1.4K,3,4,H \ M,79,80,61,73,45,79,"180cm | 5'11""
Average (76kg)",44,417,2016,78,72,41,78,80,63,79
7118,Lucas Olaza,77,LB,,4K,3,3,H \ M,76,71,74,74,73,70,"175cm | 5'9""
Average (68kg)",32,438,2109,70,77,67,77,76,69,65
7119,Timothy Castagne,77,RM,,700,3,3,M \ H,82,57,71,75,76,68,"180cm | 5'11""
Lean (80kg)",86,429,1955,71,66,78,77,81,69,60
7120,Adam Marušic,77,RM,,700,3,4,H \ M,87,71,72,75,72,75,"185cm | 6'1""
High & Average (85kg)",106,452,2106,64,67,72,73,88,72,66
7121,Sofyan Amrabat,77,CM,,700,3,2,M \ H,78,60,74,79,75,81,"185cm | 6'1""
High & Average+ (70kg)",96,447,2095,68,78,77,65,77,75,55
7122,Hee Chan Hwang,77,ST,,750,3,4,H \ M,93,75,71,79,28,69,"177cm | 5'10""
Average (77kg)",1168,415,1940,91,71,28,79,93,78,78
7123,André-Franck Zambo Anguissa,77,CM,,700,3,3,M \ M,73,65,72,78,75,82,"184cm | 6'0""
Average (78kg)",107,445,2067,67,70,72,72,73,74,59
7124,Georgiy Dzhikiya,77,CB,,850,2,3,H \ H,82,53,61,64,78,81,"188cm | 6'2""
High & Average (86kg)",286,419,1937,55,65,82,65,75,50,43
7125,Nahitan Nández,77,CM,,700,3,3,H \ H,76,67,72,77,76,83,"172cm | 5'8""
Average (70kg)",109,451,2108,81,81,77,75,77,74,68
7126,Exequiel Palacios,77,CM,,1.7K,4,4,H \ H,76,74,74,78,68,74,"177cm | 5'10""
Lean (70kg)",85,444,2108,79,79,66,73,77,77,71
7127,Shoya Nakajima,77,LM,,700,4,4,H \ L,88,71,71,83,37,48,"164cm | 5'5""
Short & Lean- (64kg)",62,398,1952,94,94,28,75,85,75,68
7128,Henry Onyekuru,77,LM,,1.5K,4,4,H \ L,90,73,67,81,34,56,"175cm | 5'9""
Average (59kg)",78,401,1908,90,82,37,76,90,67,75
7129,Luiz Felipe,77,CB,,3K,3,4,M \ H,75,29,61,68,79,67,"187cm | 6'2""
High & Average+ (80kg)",92,379,1712,63,46,81,28,75,58,22
7130,Mattéo Guendouzi,77,CDM,,0,3,3,M \ H,73,63,76,75,72,75,"185cm | 6'1""
High & Average+ (80kg)",102,434,2071,73,70,72,67,75,79,56
7131,Galeno,77,RW,,700,4,3,H \ M,91,70,67,82,32,64,"179cm | 5'10""
Average (62kg)",55,406,1895,84,70,22,76,90,69,68
7132,Ozan Kabak,77,CB,,700,2,3,M \ M,72,36,56,71,76,79,"186cm | 6'1""
High & Average (86kg)",401,390,1762,64,68,74,30,75,60,35
7133,Jonathan David,77,ST,,800,3,5,H \ H,85,76,69,78,25,66,"177cm | 5'10""
Average (77kg)",618,399,1868,78,71,21,75,87,73,81
7134,Jovane Cabral,77,LW,,700,4,4,H \ M,87,73,71,81,35,66,"176cm | 5'9""
Average (72kg)",106,413,1972,86,77,37,75,87,72,71
7135,Souza,77,CDM,,0,3,4,H \ M,68,62,69,71,77,84,"188cm | 6'2""
High & Average (77kg)",92,431,2034,69,66,77,66,69,66,54
7136,Jeison Murillo,77,CB,,0,2,3,M \ H,74,40,59,64,76,79,"182cm | 6'0""
Average (78kg)",43,392,1844,76,72,73,45,75,58,37
7137,Sandro Tonali,77,CDM,,10K,3,4,M \ H,80,65,78,76,72,76,"181cm | 5'11""
Average (80kg)",419,447,2114,74,75,70,60,78,78,60
7138,Mattéo Guendouzi,77,CDM,,5.1K,3,3,M \ H,73,63,76,75,72,75,"185cm | 6'1""
High & Average+ (80kg)",120,434,2071,73,70,72,67,75,79,56
7139,Wylan Cyprien,77,CM,,800,4,3,M \ M,72,77,77,78,74,77,"181cm | 5'11""
Average (78kg)",121,455,2195,78,74,75,72,73,77,75
7140,Borja Valero,77,CAM,,0,1,1,\,42,69,84,81,66,57,Average (73kg),17,399,-,,,,,,,
7141,Borja Valero,77,CAM,,0,4,4,M \ M,42,69,84,81,66,57,Average (73kg),62,399,2014,67,78,65,59,38,86,67
7142,Shoya Nakajima,77,LM,,4.4K,4,4,H \ L,88,71,71,83,37,48,"164cm | 5'5""
Short & Lean- (64kg)",43,398,1952,94,94,28,75,85,75,68
7143,Joshua King,77,CF,,6.8K,4,3,M \ M,87,77,68,78,38,76,"184cm | 6'0""
Average (82kg)",133,424,1988,74,74,33,77,90,71,77
7144,Ozan Kabak,77,CB,,5.9K,2,3,M \ M,72,36,56,71,76,79,"186cm | 6'1""
High & Average (86kg)",498,390,1762,64,68,74,30,75,60,35
7145,Takumi Minamino,77,RW,,8K,3,4,H \ M,87,73,69,82,36,64,"174cm | 5'9""
Lean (67kg)",71,411,1964,89,86,32,69,86,70,75
7146,Lucas Olaza,77,LB,,950,3,3,H \ M,76,71,74,74,73,70,"175cm | 5'9""
Average (68kg)",25,438,2109,70,77,67,77,76,69,65
7147,Henry Onyekuru,77,LM,,2K,4,4,H \ L,90,73,67,81,34,56,"175cm | 5'9""
Average (59kg)",103,401,1908,90,82,37,76,90,67,75
7148,Okay Yokuslu,77,CDM,,9K,3,3,M \ H,66,70,72,72,75,84,"190cm | 6'3""
High & Average+ (79kg)",198,439,2083,61,60,74,68,70,71,65
7149,Stefan Ristovski,77,RB,,700,3,3,H \ M,87,61,68,73,73,78,"180cm | 5'11""
Average (72kg)",38,440,2031,74,76,76,67,87,65,57
7150,Mattéo Guendouzi,77,CDM,,900,3,3,M \ H,73,63,76,75,72,75,"185cm | 6'1""
High & Average+ (80kg)",35,434,2071,73,70,72,67,75,79,56
7151,Bruno da Silva Peres,77,RB,,1.1K,3,2,H \ L,88,64,69,76,70,71,"178cm | 5'10""
Lean (72kg)",22,438,2076,81,81,70,70,92,63,53
7152,Johnathan Aparecido Silva,77,ST,,700,4,5,H \ L,81,77,63,76,40,79,"184cm | 6'0""
Lean (75kg)",16,416,1949,79,76,46,75,81,62,78
7153,Lucas Tolentino Coelho de Lima,76,CM,,0,4,2,H \ M,75,74,75,81,59,75,"180cm | 5'11""
Lean (72kg)",49,439,2112,74,70,58,80,76,74,72
7154,Hernâni,76,RM,,800,5,2,M \ L,91,68,68,81,29,60,"178cm | 5'10""
Lean (69kg)",76,397,1888,84,77,38,75,91,67,64
7155,Aurélio Buta,76,RB,,1.2K,4,4,H \ H,94,60,66,76,67,70,"172cm | 5'8""
Average (72kg)",168,433,2012,86,80,68,71,94,63,56
7156,DeAndre Yedlin,76,RWB,,0,3,3,H \ M,92,51,64,75,70,68,"172cm | 5'8""
Average (75kg)",226,420,1961,84,77,69,66,92,63,40
7157,Ansu Fati,76,LW,,950,4,4,H \ M,88,71,68,79,29,53,"178cm | 5'10""
Lean (66kg)",813,388,1838,89,82,23,68,87,67,75
7158,David Abraham,76,CB,,0,2,2,M \ M,74,55,59,54,77,77,"188cm | 6'2""
High & Average (83kg)",109,396,1876,59,55,77,31,78,49,46
7159,Marvin Plattenhardt,76,LB,,700,3,2,M \ M,66,56,76,73,73,73,"181cm | 5'11""
Average (78kg)",45,417,2039,67,73,75,65,64,65,43
7160,Martin Braithwaite,76,ST,,700,4,4,M \ H,80,75,70,77,35,74,"177cm | 5'10""
Average (73kg)",641,411,1978,80,72,35,75,80,69,77
7161,Rasmus Falk,76,CM,,700,4,4,H \ M,85,63,72,81,63,75,"177cm | 5'10""
Lean (65kg)",56,439,2068,89,90,65,73,85,73,62
7162,Nicola Sansone,76,CAM,,700,3,3,M \ M,78,76,72,79,44,58,"173cm | 5'8""
Average (63kg)",41,407,1980,84,84,46,76,78,76,77
7163,Raúl Ruidíaz,76,ST,,700,4,4,H \ M,84,78,66,77,32,62,"169cm | 5'7""
Short & Lean (66kg)",76,399,1933,83,86,34,80,86,65,80
7164,Ryan Fredericks,76,RB,,1K,3,3,H \ M,92,51,66,73,70,69,"181cm | 5'11""
Average (74kg)",316,421,1931,76,76,72,65,91,60,47
7165,Jean-Paul Boëtius,76,CAM,,700,4,4,M \ H,81,70,73,80,43,64,"178cm | 5'10""
Average (73kg)",80,411,1957,87,75,43,75,79,76,70
7166,Mitchell Weiser,76,RB,,700,4,4,H \ M,73,62,74,82,72,68,"177cm | 5'10""
Lean (71kg)",55,431,2056,84,79,71,74,65,79,63
7167,Rodolfo Pizarro,76,CAM,,700,3,4,H \ M,81,70,74,79,65,74,"175cm | 5'9""
Average (71kg)",58,443,2072,82,73,69,72,83,77,70
7168,Bruma,76,LM,,700,4,4,M \ M,89,69,70,82,32,61,"173cm | 5'8""
Lean (70kg)",25,403,1919,92,87,26,65,87,70,67
7169,Niklas Stark,76,CB,,750,2,3,H \ M,75,53,64,69,77,75,"190cm | 6'3""
High & Average (88kg)",73,413,1883,68,62,76,52,73,70,50
7170,Frank Acheampong,76,ST,,1.2K,4,3,H \ L,94,76,69,81,49,76,"168cm | 5'6""
Short & Lean- (65kg)",1198,445,2060,93,92,40,76,94,68,78
7171,Stiven Mendoza,76,LM,,10K,3,3,H \ L,90,72,66,80,29,65,"171cm | 5'7""
Average (70kg)",39,402,1881,86,84,19,73,90,69,75
7172,Keita Baldé,76,ST,,800,4,4,H \ M,91,74,71,79,30,70,"181cm | 5'11""
Average (80kg)",181,415,1937,80,77,17,74,91,70,76
7173,Seko Fofana,76,CM,,750,3,4,H \ H,76,71,70,76,70,76,"184cm | 6'0""
Lean (77kg)",85,439,2028,73,69,68,76,77,72,66
7174,Khama Billiat,76,RW,,700,4,4,H \ M,86,76,70,79,47,64,"170cm | 5'7""
Short & Lean (60kg)",59,422,1994,79,80,38,70,89,70,79
7175,Ollie Watkins,76,ST,,850,3,4,H \ H,83,73,68,73,46,67,"180cm | 5'11""
Average (70kg)",452,410,1926,82,73,40,79,86,74,77
7176,Emmanuel Boateng,76,ST,,700,4,4,M \ M,91,74,58,75,40,76,"175cm | 5'9""
Lean (69kg)",128,414,1936,90,80,36,73,91,60,77
7177,Gonzalo Martínez,76,CAM,,750,4,2,H \ L,88,74,71,82,34,62,"172cm | 5'8""
Lean (75kg)",97,411,1961,90,85,47,75,86,72,68
7178,Matheus Fellipe Costa Pereira,76,CAM,,1K,4,3,H \ M,79,73,74,79,39,63,"175cm | 5'9""
Lean (74kg)",196,407,1950,85,88,43,73,79,76,73
7179,Brian Lozano,76,LM,,700,4,5,H \ M,85,71,72,79,38,69,"167cm | 5'6""
Short & Lean (67kg)",61,414,1957,86,80,39,68,84,71,70
7180,Konstantinos Tsimikas,76,LB,,950,3,3,H \ H,87,58,70,73,69,76,"179cm | 5'10""
Lean (68kg)",478,433,2029,79,74,70,70,86,65,50
7181,Wesley,76,ST,,700,3,3,H \ H,69,76,67,70,38,84,"191cm | 6'3""
High & Stocky (94kg)",89,404,1875,53,45,35,77,76,71,74
7182,Fikayo Tomori,76,CB,,5K,2,4,M \ M,80,37,58,67,76,74,"185cm | 6'1""
High & Average+ (78kg)",1447,392,1761,73,61,75,33,83,36,33
7183,Joakim Mæhle,76,RB,,0,3,3,H \ H,91,56,67,71,68,79,"184cm | 6'0""
Average (79kg)",53,432,1967,67,64,67,72,93,65,50
7184,Samuel Kalu,76,LM,,700,4,4,H \ M,87,66,70,78,34,56,"178cm | 5'10""
Average (79kg)",87,391,1868,80,79,30,70,83,72,69
7185,Nicolò Zaniolo,76,CAM,,700,3,3,H \ M,76,73,72,77,62,75,"190cm | 6'3""
Unique (79kg)",75,435,2033,71,78,64,77,76,76,74
7186,Emmanuel Dennis,76,ST,,0,4,3,M \ L,92,73,62,78,38,69,"175cm | 5'9""
Average (66kg)",116,412,1918,88,79,38,74,92,58,75
7187,Kunde Malong,76,CDM,,0,3,4,M \ M,82,69,70,74,70,82,"180cm | 5'11""
Stocky (79kg)",222,447,2047,66,76,72,66,86,68,63
7188,Patson Daka,76,ST,,10K,3,3,M \ M,93,76,53,76,24,70,"183cm | 6'0""
Lean (71kg)",132,392,1813,87,71,18,76,93,53,81
7189,Petr Ševčík,76,CM,,700,3,5,H \ H,80,73,74,78,65,75,"172cm | 5'8""
Average (66kg)",73,445,2137,86,86,63,70,80,75,69
7190,Lucas Tolentino Coelho de Lima,76,CM,,1.6K,4,2,H \ M,75,74,75,81,59,75,"180cm | 5'11""
Lean (72kg)",85,439,2112,74,70,58,80,76,74,72
7191,Keita Baldé,76,ST,,2K,4,4,H \ M,91,74,71,79,30,70,"181cm | 5'11""
Average (80kg)",175,415,1937,80,77,17,74,91,70,76
7192,Lucas Martínez Quarta,76,CB,,10K,3,3,M \ M,70,59,70,72,74,80,"183cm | 6'0""
Lean (78kg)",63,425,2022,73,65,71,63,73,69,55
7193,Bruma,76,LM,,1.2K,4,4,M \ M,89,69,70,82,32,61,"173cm | 5'8""
Lean (70kg)",33,403,1919,92,87,26,65,87,70,67
7194,Hernâni,76,RM,,8.5K,5,2,M \ L,91,68,68,81,29,60,"178cm | 5'10""
Lean (69kg)",44,397,1888,84,77,38,75,91,67,64
7195,Joakim Mæhle,76,RB,,800,3,3,H \ H,91,56,67,71,68,79,"184cm | 6'0""
Average (79kg)",130,432,1967,67,64,67,72,93,65,50
7196,Fikayo Tomori,76,CB,,1K,2,4,M \ M,80,37,58,67,76,74,"185cm | 6'1""
High & Average+ (78kg)",615,392,1761,73,61,75,33,83,36,33
7197,DeAndre Yedlin,76,RWB,,700,3,3,H \ M,92,51,64,75,70,68,"172cm | 5'8""
Average (75kg)",122,420,1961,84,77,69,66,92,63,40
7198,Emmanuel Dennis,76,ST,,2.5K,4,3,M \ L,92,73,62,78,38,69,"175cm | 5'9""
Average (66kg)",147,412,1918,88,79,38,74,92,58,75
7199,Loïc Rémy,76,ST,,700,4,3,M \ M,71,77,65,73,37,67,"185cm | 6'1""
High & Average+ (82kg)",230,390,1894,70,63,35,80,70,71,78
7200,Gaël Clichy,76,LB,,700,4,4,M \ M,76,43,69,74,74,67,"176cm | 5'9""
Lean (65kg)",212,403,1912,76,73,74,68,77,59,34
7201,Frank Acheampong,76,ST,,700,4,3,H \ L,94,76,69,81,49,76,"168cm | 5'6""
Short & Lean- (65kg)",294,445,2060,93,92,40,76,94,68,78
7202,Patson Daka,76,ST,,950,3,3,M \ M,93,76,53,76,24,70,"183cm | 6'0""
Lean (71kg)",106,392,1813,87,71,18,76,93,53,81
7203,Emmanuel Dennis,76,ST,,700,4,3,M \ L,92,73,62,78,38,69,"175cm | 5'9""
Average (66kg)",54,412,1918,88,79,38,74,92,58,75
7204,Kunde Malong,76,CDM,,700,3,4,M \ M,82,69,70,74,70,82,"180cm | 5'11""
Stocky (79kg)",25,447,2047,66,76,72,66,86,68,63
7205,Luis Javier Suárez,75,ST,,0,3,4,H \ M,86,78,62,71,40,80,"185cm | 6'1""
High & Average (74kg)",55,417,1940,79,77,26,77,86,60,83
7206,Mohammed Kudus,75,CAM,,700,4,3,H \ H,87,70,67,79,53,77,"177cm | 5'10""
Average (70kg)",206,433,1995,90,90,52,74,85,70,70
7207,Sergiño Dest,75,RB,,0,4,4,H \ L,87,58,71,79,67,63,"175cm | 5'9""
Average (62kg)",194,425,1959,87,78,67,72,86,72,56
7208,Robert Skov,75,LWB,,700,3,3,H \ M,79,77,77,76,64,71,"185cm | 6'1""
High & Average (78kg)",43,444,2126,76,74,65,73,79,72,72
7209,Chidera Ejuke,75,LW,,650,4,3,H \ H,94,69,61,78,37,59,"176cm | 5'9""
