,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina
Lean (70kg)",85,441,2049,28,70kg,65,79,79,70,70,78
5587,DeAndre Yedlin,76,RWB,,4K,3,3,H \ M,92,51,65,75,71,70,"172cm | 5'8""
Average (75kg)",297,424,1984,28,75kg,76,77,73,85,53,86
5588,Maxwel Cornet,76,RW,,1K,3,5,H \ H,88,76,69,75,36,72,"179cm | 5'10""
Average (69kg)",58,416,1952,25,69kg,68,78,74,73,53,82
5589,Enner Valencia,76,ST,,1K,4,3,H \ M,87,75,67,74,39,74,"177cm | 5'10""
Lean (76kg)",60,416,1991,32,76kg,61,76,73,90,63,80
5590,Badou Ndiaye,76,CM,,0,3,3,H \ H,85,71,73,78,72,80,"180cm | 5'11""
Lean (76kg)",81,459,2154,31,76kg,77,76,76,75,70,88
5591,Luciano Acosta,76,CAM,,0,5,3,H \ M,81,67,71,80,46,61,"161cm | 5'3""
Short & Lean- (61kg)",28,406,1936,27,61kg,69,90,77,57,70,75
5592,Timothy Castagne,76,LM,,700,3,3,M \ H,82,56,69,74,73,68,"185cm | 6'1""
High & Average+ (80kg)",38,422,1933,26,80kg,68,66,76,70,70,85
5593,Franco Cervi,76,LM,,700,4,3,H \ H,92,65,68,84,50,51,"165cm | 5'5""
Short & Lean- (62kg)",25,410,1974,27,62kg,71,92,80,69,57,66
5594,Alexander Barboza,76,CB,,0,2,3,H \ H,54,55,58,63,73,84,"192cm | 6'4""
High & Average (88kg)",10,387,1824,26,88kg,83,49,66,74,62,76
5595,Theo Hernández,76,LB,,4.5K,3,3,H \ M,92,57,65,73,70,76,"184cm | 6'0""
Average (82kg)",511,433,1963,24,82kg,75,61,70,62,52,74
5596,Phil Foden,76,CAM,,1.4K,4,3,M \ M,74,64,74,79,55,55,"171cm | 5'7""
Lean (69kg)",48,401,1906,21,69kg,62,89,79,49,74,72
5597,Weston McKennie,76,CM,,700,3,3,M \ M,68,64,69,74,76,83,"185cm | 6'1""
High & Average (84kg)",152,434,2058,23,84kg,82,69,76,92,69,83
5598,Anthony Nwakaeme,76,LM,,700,3,4,H \ L,81,74,70,79,33,73,"185cm | 6'1""
High & Average (80kg)",121,410,1912,32,80kg,55,61,78,71,58,75
5599,Timothée Kolodziejczak,76,CB,,700,2,2,H \ M,77,37,67,61,76,79,"185cm | 6'1""
High & Average (75kg)",30,397,1852,30,75kg,75,54,65,79,67,79
5600,Donyell Malen,76,ST,,700,4,3,M \ M,91,73,64,79,29,72,"179cm | 5'10""
Average (78kg)",428,408,1878,22,78kg,60,76,78,74,52,76
5601,Yordan Osorio,76,CB,,0,2,2,M \ M,56,31,44,52,74,83,"189cm | 6'2""
High & Average (84kg)",-3,340,1570,27,84kg,88,44,59,73,38,71
5602,Blerim Džemaili,76,CM,,9K,3,4,M \ M,57,73,76,76,71,66,"179cm | 5'10""
Average (73kg)",20,419,2065,35,73kg,72,68,78,58,74,71
5603,Souleymane Bamba,76,CB,,700,2,3,M \ M,51,28,44,56,76,79,"190cm | 6'3""
High & Average (86kg)",65,334,1472,36,86kg,83,32,57,66,53,54
5604,Marouane Fellaini,76,CM,,700,3,3,M \ M,42,71,70,69,76,88,"194cm | 6'4""
High & Average (85kg)",159,416,2013,34,85kg,92,49,80,70,66,79
5605,Patrick van Aanholt,76,LB,,2K,3,4,H \ L,87,68,70,76,72,71,"176cm | 5'9""
Lean (67kg)",277,444,2086,31,67kg,75,76,77,91,74,80
5606,Edwin Cardona,76,CAM,,0,3,4,M \ L,56,78,78,76,40,79,"183cm | 6'0""
Stocky (92kg)",22,407,1968,29,92kg,79,68,80,45,78,72
5607,Sergio Padt,76,GK,,700,1,3,M \ M,76,74,68,77,39,75,"197cm | 6'6""
High & Stocky (85kg)",41,409,905,31,85kg,26,44,33,63,52,30
5608,Andre Gray,76,ST,,700,3,3,H \ M,86,75,62,73,30,72,"180cm | 5'11""
Average (78kg)",113,398,1862,30,78kg,70,74,72,72,54,72
5609,Pontus Jansson,76,CB,,700,2,3,M \ M,64,42,53,62,76,79,"196cm | 6'5""
High & Average (86kg)",41,376,1688,30,86kg,80,29,66,44,59,71
5610,Dorlan Pabón,76,RW,,700,3,4,H \ H,85,77,73,76,38,82,"174cm | 5'9""
Stocky (74kg)",46,431,2050,33,74kg,74,81,73,77,71,84
5611,Lars Unnerstall,76,GK,,700,1,1,M \ M,76,75,72,77,32,74,"198cm | 6'6""
High & Stocky (103kg)",38,406,785,31,103kg,36,20,19,40,24,35
5612,Benito Raman,76,LM,,700,3,4,H \ M,91,72,66,79,26,56,"172cm | 5'8""
Lean (67kg)",87,390,1881,27,67kg,72,85,75,71,54,76
5613,Jhon Córdoba,76,ST,,700,3,3,H \ H,82,75,61,73,44,83,"188cm | 6'2""
High & Stocky (85kg)",84,418,1949,28,85kg,90,70,72,78,54,72
5614,Ricardo Esgaio,76,RB,,700,4,3,H \ M,74,66,74,80,70,68,"173cm | 5'8""
Average (68kg)",-7,432,2094,28,68kg,68,83,80,73,67,88
5615,Robin Gosens,76,LM,,700,3,3,M \ H,79,65,72,74,72,77,"183cm | 6'0""
Average (76kg)",68,439,2056,27,76kg,74,66,76,91,70,81
5616,Yeimar Gómez Andrade,76,CB,,5K,2,3,L \ H,54,32,40,44,76,85,"187cm | 6'2""
High & Stocky (92kg)",14,331,1474,29,92kg,90,32,50,53,48,72
5617,Kieran Tierney,76,LB,,3K,3,3,H \ H,88,59,70,74,71,81,"178cm | 5'10""
Average (78kg)",566,443,2033,24,78kg,82,77,73,80,66,89
5618,Dalbert,76,LB,,10K,3,3,H \ M,91,58,69,76,72,71,"181cm | 5'11""
Lean (70kg)",208,437,2000,28,70kg,78,67,75,58,67,79
5619,Tammy Abraham,76,ST,,750,3,3,M \ M,74,74,57,69,31,68,"196cm | 6'5""
High & Average+ (80kg)",286,373,1732,24,80kg,41,56,73,70,44,66
5620,Amine Harit,76,CAM,,0,5,3,H \ M,81,60,71,81,44,46,"180cm | 5'11""
Lean (67kg)",110,383,1805,24,67kg,46,78,78,48,72,66
5621,Idrissa Doumbia,76,CDM,,700,3,3,M \ M,68,57,68,73,74,86,"187cm | 6'2""
High & Average (82kg)",42,426,1949,23,82kg,84,59,75,70,68,81
5622,Samuel Chukwueze,76,RM,,700,4,3,H \ M,87,72,66,81,36,57,"172cm | 5'8""
Lean (70kg)",89,399,1881,22,70kg,47,82,78,67,56,72
5623,Marvelous Nakamba,76,CDM,,700,3,2,M \ H,74,49,63,72,75,82,"176cm | 5'9""
Average (76kg)",75,415,1917,27,76kg,85,78,71,78,73,83
5624,Badou Ndiaye,76,CM,,3.5K,3,3,H \ H,85,71,73,78,72,80,"180cm | 5'11""
Lean (76kg)",55,459,2154,31,76kg,77,76,76,75,70,88
5625,Luciano Acosta,76,CAM,,700,5,3,H \ M,81,67,71,80,46,61,"161cm | 5'3""
Short & Lean- (61kg)",38,406,1936,27,61kg,69,90,77,57,70,75
5626,Ante Budimir,76,ST,,700,3,4,M \ H,67,75,46,69,35,77,"190cm | 6'3""
High & Average+ (75kg)",49,369,1680,30,75kg,69,42,74,57,31,74
5627,Gautier Larsonneur,76,GK,,700,1,2,M \ M,78,76,71,79,52,73,"181cm | 5'11""
Average (70kg)",22,429,-,24,70kg,,,,,,
5628,Edwin Cardona,76,CAM,,700,3,4,M \ L,56,78,78,76,40,79,"183cm | 6'0""
Stocky (92kg)",30,407,1968,29,92kg,79,68,80,45,78,72
5629,Llorente Torres,76,ST,,700,3,3,M \ M,31,76,61,67,33,69,"193cm | 6'4""
High & Average (92kg)",125,337,1656,36,92kg,71,30,80,54,49,35
5630,Yeimar Gómez Andrade,76,CB,,0,2,3,L \ H,54,32,40,44,76,85,"187cm | 6'2""
High & Stocky (92kg)",7,331,1474,29,92kg,90,32,50,53,48,72
5631,Yordan Osorio,76,CB,,700,2,2,M \ M,56,31,44,52,74,83,"189cm | 6'2""
High & Average (84kg)",4,340,1570,27,84kg,88,44,59,73,38,71
5632,Renato Ibarra,76,RM,,700,3,3,H \ H,92,65,70,76,53,74,"175cm | 5'9""
Average (69kg)",6,430,1968,30,69kg,73,74,77,69,66,83
5633,Aleix Vidal,76,RM,,750,3,4,H \ M,85,66,71,78,72,71,"177cm | 5'10""
Lean (70kg)",5,443,2042,32,70kg,80,76,78,77,64,67
5634,Badou Ndiaye,76,CM,,700,3,3,H \ H,85,71,73,78,72,80,"180cm | 5'11""
Lean (76kg)",9,459,2154,31,76kg,77,76,76,75,70,88
5635,Darwin Quintero,76,CF,,700,4,3,H \ M,86,73,70,80,28,65,"166cm | 5'5""
Short & Lean- (66kg)",3,402,1918,34,66kg,77,83,75,65,70,69
5636,Wayne Hennessey,75,GK,,650,1,3,M \ M,75,75,80,71,40,75,"198cm | 6'6""
High & Average+ (90kg)",18,416,859,34,90kg,21,51,23,41,41,29
5637,Matías Fernández,75,CM,,8K,5,4,M \ M,70,69,77,78,58,62,"178cm | 5'10""
Lean (72kg)",19,414,2022,35,72kg,50,74,80,69,76,63
5638,James Tavernier,75,RB,,800,3,3,H \ M,86,67,73,76,68,79,"182cm | 6'0""
High & Average+ (75kg)",42,449,2124,30,75kg,69,80,74,71,69,87
5639,Rasmus Falk,75,CM,,650,4,4,H \ M,84,64,71,80,58,72,"177cm | 5'10""
Lean (65kg)",78,429,2029,29,65kg,68,89,77,83,72,88
5640,Alfredo Donnarumma,75,ST,,750,3,3,H \ L,84,76,59,73,36,62,"181cm | 5'11""
Average (75kg)",50,390,1851,31,75kg,40,66,72,58,55,77
5641,Júnior Fernandes,75,LM,,1.8K,4,4,H \ L,78,74,69,76,35,75,"183cm | 6'0""
Average (78kg)",24,407,1910,33,78kg,70,62,78,67,62,74
5642,Ridgeciano Haps,75,LB,,1K,3,3,H \ M,89,53,66,75,69,71,"175cm | 5'9""
Average (66kg)",82,423,1961,28,66kg,73,80,74,73,60,82
5643,Valentino Lazaro,75,RB,,0,4,3,H \ M,84,70,76,80,69,67,"180cm | 5'11""
Average (76kg)",55,446,2106,25,76kg,65,77,81,56,72,73
5644,Avilés Hurtado,75,ST,,650,3,4,H \ M,91,73,68,78,47,70,"172cm | 5'8""
Lean (66kg)",23,427,1986,34,66kg,58,70,74,76,69,75
5645,Ben Pearson,75,CDM,,650,3,3,M \ H,70,50,63,71,72,85,"176cm | 5'9""
Lean (71kg)",61,411,1895,26,71kg,95,75,72,85,68,90
5646,Luis Quiñones,75,LM,,650,4,4,H \ M,91,70,67,77,33,62,"178cm | 5'10""
Lean (65kg)",34,400,1828,30,65kg,59,67,76,56,66,62
5647,Julio Buffarini,75,RB,,25K,3,3,H \ H,87,62,66,73,69,81,"170cm | 5'7""
Short & Lean- (76kg)",1,438,2047,33,76kg,87,79,72,74,68,92
5648,Robert Skov,75,RW,,650,3,3,M \ M,82,77,73,75,46,72,"183cm | 6'0""
Lean (76kg)",48,425,2019,25,76kg,74,73,75,49,68,77
5649,Aaron Long,75,CB,,650,2,3,M \ H,75,40,56,63,73,81,"185cm | 6'1""
High & Average (86kg)",31,388,1776,29,86kg,76,61,66,85,65,82
5650,Jonathan Rodríguez,75,ST,,650,3,3,H \ M,85,74,62,73,37,76,"179cm | 5'10""
Average (77kg)",15,407,1921,28,77kg,68,76,72,70,55,85
5651,Kaku,75,CAM,,650,4,3,H \ M,82,66,72,77,48,62,"171cm | 5'7""
Lean (68kg)",-15,407,1902,26,68kg,52,82,74,56,73,78
5652,Marcus Coco,75,RM,,1.9K,3,3,H \ M,87,69,69,77,41,59,"184cm | 6'0""
Lean (78kg)",16,402,1854,25,78kg,49,71,76,63,64,60
5653,Marcus Thuram,75,LM,,10K,3,3,H \ L,83,73,67,76,47,75,"192cm | 6'4""
High & Average (87kg)",42,421,1890,24,87kg,53,54,76,68,63,73
5654,João Novais,75,CM,,650,4,3,M \ M,66,76,76,77,49,67,"183cm | 6'0""
Average (77kg)",14,411,2003,28,77kg,49,76,77,65,75,76
5655,Landry Dimata,75,ST,,650,3,3,H \ H,82,73,63,71,32,79,"184cm | 6'0""
Average (83kg)",14,400,1850,24,83kg,73,65,68,81,58,77
5656,Gen Shoji,75,CB,,0,2,4,H \ H,80,41,53,57,75,77,"182cm | 6'0""
Average (74kg)",56,383,1732,29,74kg,74,71,57,78,70,81
5657,Christian Kouamé,75,ST,,10K,3,4,H \ M,84,71,61,75,40,70,"185cm | 6'1""
High & Average+ (70kg)",17,401,1843,24,70kg,55,65,75,92,52,68
5658,Rubens Sambueza,75,RM,,4.7K,4,3,H \ M,65,71,78,76,47,77,"174cm | 5'9""
Average (72kg)",-3,414,2005,37,72kg,86,70,80,67,74,77
5659,Nacer Chadli,75,LW,,0,4,4,M \ M,71,73,74,76,47,75,"187cm | 6'2""
High & Average (85kg)",18,416,1998,32,85kg,59,54,80,69,67,74
5660,Roger Assalé,75,ST,,650,3,3,H \ M,91,73,68,81,29,51,"167cm | 5'6""
Short & Lean- (67kg)",23,393,1848,28,67kg,40,90,78,48,57,79
5661,Dodi Lukebakio,75,ST,,750,4,4,M \ L,86,74,66,78,28,62,"187cm | 6'2""
High & Average+ (77kg)",158,394,1835,24,77kg,33,70,76,67,60,69
5662,Luis Díaz,75,LM,,650,4,4,H \ M,92,68,65,77,32,67,"180cm | 5'11""
Lean (73kg)",29,401,1821,24,73kg,59,66,72,72,64,76
5663,Rafael Leão,75,ST,,1.3K,4,4,H \ L,87,72,64,75,27,71,"188cm | 6'2""
High & Average (81kg)",182,396,1829,22,81kg,59,59,75,64,52,70
5664,Lorenzo De Silvestri,75,RM,,850,4,3,M \ H,71,68,73,73,76,75,"186cm | 6'1""
High & Average (84kg)",3,436,2072,33,84kg,71,58,77,77,71,74
5665,Lago Júnior,75,LM,,750,4,4,M \ L,88,71,63,75,34,73,"180cm | 5'11""
Lean (79kg)",33,404,1812,30,79kg,38,62,74,92,57,78
5666,Lucas Olaza,75,LB,,1.2K,3,3,H \ M,79,71,72,73,71,70,"175cm | 5'9""
Average (68kg)",11,436,2096,27,68kg,70,77,76,66,64,76
5667,Falaye Sacko,75,RB,,800,3,3,H \ M,92,36,59,72,68,74,"179cm | 5'10""
Lean (64kg)",30,401,1843,26,64kg,76,73,69,83,56,91
5668,Junya Ito,75,RW,,650,4,3,H \ M,90,66,69,75,59,71,"176cm | 5'9""
Lean (68kg)",23,430,1944,28,68kg,64,78,73,54,61,88
5669,Jonatan Soriano,75,ST,,0,4,3,M \ L,58,78,73,77,32,66,"180cm | 5'11""
Average (72kg)",-2,384,1930,36,72kg,58,70,78,73,69,66
5670,Lukas Podolski,75,CAM,,6.6K,4,3,M \ L,70,79,74,75,46,77,"182cm | 6'0""
Average (83kg)",56,421,2027,36,83kg,71,66,78,72,67,68
5671,Faris Haroun,75,CDM,,650,3,3,H \ H,55,68,65,68,74,82,"188cm | 6'2""
High & Average (75kg)",19,412,1980,36,75kg,82,53,72,58,64,92
5672,Diego Buonanotte,75,CAM,,6K,4,4,M \ L,84,67,72,78,30,39,"161cm | 5'3""
Short & Lean (57kg)",-12,370,1816,33,57kg,30,94,77,61,70,60
5673,Sebastien Dewaest,75,CB,,650,2,2,M \ H,51,41,46,40,75,81,"188cm | 6'2""
High & Stocky (88kg)",15,334,1538,30,88kg,83,35,48,46,46,65
5674,Matt Phillips,75,RM,,650,4,4,M \ M,82,70,71,75,43,70,"183cm | 6'0""
Stocky (75kg)",31,411,1889,30,75kg,54,71,74,54,65,68
5675,Mubarak Wakaso,75,CM,,7.5K,3,2,H \ H,83,66,72,76,71,76,"171cm | 5'7""
Stocky (72kg)",64,444,2098,31,72kg,85,84,77,83,71,77
5676,Francesco Caputo,75,ST,,800,3,4,H \ L,84,76,58,72,29,67,"181cm | 5'11""
Lean (74kg)",87,386,1823,34,74kg,50,74,70,84,58,69
5677,Yannick Bolasie,75,LM,,0,5,4,M \ L,81,69,69,79,34,75,"188cm | 6'2""
High & Average (84kg)",12,407,1897,32,84kg,76,68,81,85,65,66
5678,Valon Berisha,75,LM,,0,4,4,H \ M,79,70,71,77,57,77,"176cm | 5'9""
Average (70kg)",23,431,2052,28,70kg,81,69,78,79,71,86
5679,José Pedro Fuenzalida,75,RW,,10K,3,4,H \ H,90,63,71,79,64,64,"170cm | 5'7""
Short & Lean- (67kg)",24,431,2037,36,67kg,59,83,78,73,68,78
5680,Ximo Navarro,75,CB,,700,2,3,M \ M,75,47,66,68,74,77,"176cm | 5'9""
Average (75kg)",51,407,1924,31,75kg,81,70,72,82,64,88
5681,Guilherme,75,RM,,0,4,3,H \ L,91,66,69,77,51,65,"174cm | 5'9""
Stocky (70kg)",8,419,1978,30,70kg,67,84,74,83,65,75
5682,Abdoulay Diaby,75,RW,,0,3,2,H \ M,93,71,67,75,38,63,"172cm | 5'8""
Average (71kg)",-1,407,1955,30,71kg,61,85,71,91,63,73
5683,Fabián Castillo,75,LM,,0,4,4,M \ L,91,70,64,81,44,66,"174cm | 5'9""
Average (74kg)",36,416,1935,29,74kg,68,77,76,52,58,78
5684,Paulo Gazzaniga,75,GK,,1K,1,3,M \ M,76,74,84,78,64,75,"196cm | 6'5""
High & Average (90kg)",65,451,1053,29,90kg,32,49,20,66,49,45
5685,Joshua Brenet,75,LWB,,3K,3,3,H \ M,87,36,62,72,71,69,"181cm | 5'11""
Lean (74kg)",42,397,1782,27,74kg,71,69,69,59,61,76
5686,Moussa Konaté,75,ST,,650,3,4,H \ M,83,71,55,73,23,66,"183cm | 6'0""
Average (78kg)",11,371,1753,28,78kg,37,70,73,86,36,71
5687,Kevin Akpoguma,75,CB,,650,2,4,M \ M,73,48,54,60,76,71,"192cm | 6'4""
High & Average (85kg)",52,382,1709,26,85kg,69,51,63,55,60,65
5688,Hernâni,75,RM,,750,5,2,M \ L,92,68,68,80,29,56,"178cm | 5'10""
Lean (69kg)",29,393,1857,30,69kg,42,73,77,62,55,60
5689,Héctor Villalba,75,RM,,8.5K,4,4,H \ M,92,74,64,79,45,63,"172cm | 5'8""
Average (75kg)",59,417,1953,27,75kg,68,91,76,53,60,77
5690,Lovre Kalinic,75,GK,,0,1,2,M \ M,80,74,43,78,34,75,"201cm | 6'7""
High & Average+ (99kg)",17,384,787,31,99kg,39,22,15,58,16,31
5691,Kalvin Phillips,75,CDM,,650,3,3,M \ H,67,66,69,69,72,83,"178cm | 5'10""
Stocky (72kg)",109,426,2023,26,72kg,83,72,72,81,74,85
5692,Gastón Giménez,75,CM,,0,4,3,M \ M,62,62,75,76,66,81,"188cm | 6'2""
High & Average (83kg)",0,422,1974,30,83kg,73,67,76,57,80,82
5693,Renato Sanches,75,CM,,800,4,4,H \ H,76,72,69,77,70,82,"176cm | 5'9""
Average (70kg)",177,446,2123,24,70kg,90,90,77,81,70,86
5694,Juan Camilo Hernández,75,ST,,10K,3,4,H \ M,86,75,62,71,38,71,"176cm | 5'9""
Stocky (73kg)",29,403,1897,22,73kg,65,79,68,72,59,74
5695,Krépin Diatta,75,LW,,650,3,4,H \ M,93,67,66,78,47,63,"175cm | 5'9""
Lean (69kg)",41,414,1947,22,69kg,46,83,76,92,65,88
5696,Emmanuel Dennis,75,RW,,650,4,3,M \ L,92,71,62,79,39,67,"175cm | 5'9""
Average (66kg)",112,410,1901,24,66kg,73,86,79,93,58,74
5697,Caio Canedo Corrêa,75,ST,,0,3,4,H \ M,82,75,66,77,29,66,"178cm | 5'10""
Average (68kg)",26,395,1899,31,68kg,64,75,75,73,62,74
5698,Éder Balanta,75,CDM,,0,2,2,M \ H,71,40,60,66,74,85,"181cm | 5'11""
Average (84kg)",-2,396,1798,28,84kg,84,48,71,71,73,84
5699,Moses Simon,75,LM,,650,4,5,M \ M,92,70,64,80,36,63,"168cm | 5'6""
Short & Lean- (69kg)",132,405,1896,26,69kg,38,91,76,88,57,68
5700,Andrés Felipe Roa,75,CAM,,6.5K,4,3,H \ M,81,64,75,79,54,61,"175cm | 5'9""
Average (69kg)",17,414,1946,28,69kg,58,72,77,71,66,68
5701,Johan Mojica,75,LWB,,950,3,2,H \ L,90,65,72,74,69,72,"185cm | 6'1""
High & Average+ (73kg)",-12,442,2043,29,73kg,75,61,76,74,69,70
5702,Lucas Andersen,75,CAM,,650,4,3,H \ M,81,68,70,77,33,58,"185cm | 6'1""
High & Average+ (73kg)",20,387,1818,27,73kg,24,74,78,57,66,73
5703,Takumi Minamino,75,CAM,,2.8K,3,4,M \ M,89,72,67,79,41,65,"174cm | 5'9""
Lean (67kg)",176,413,1935,26,67kg,61,82,78,76,64,83
5704,Majeed Waris,75,RM,,0,3,4,M \ M,92,72,65,77,39,67,"172cm | 5'8""
Average (71kg)",23,412,1935,30,71kg,72,83,77,92,60,66
5705,Jonatan Soriano,75,ST,,700,4,3,M \ L,58,78,73,77,32,66,"180cm | 5'11""
Average (72kg)",-2,384,1932,36,72kg,58,70,78,73,69,66
5706,Yannick Bolasie,75,LW,,1.4K,5,4,M \ L,81,69,69,79,34,75,"188cm | 6'2""
High & Average (84kg)",68,407,1908,32,84kg,76,68,81,85,65,71
5707,Abdoulay Diaby,75,RW,,2.8K,3,2,H \ M,93,71,67,75,38,63,"172cm | 5'8""
Average (71kg)",36,407,1958,30,71kg,61,85,71,91,63,76
5708,Éder Balanta,75,CDM,,700,2,2,M \ H,71,40,60,66,74,85,"181cm | 5'11""
Average (84kg)",19,396,1778,28,84kg,82,47,71,70,73,80
5709,Takumi Minamino,75,RM,,900,3,4,M \ M,89,72,67,79,41,65,"174cm | 5'9""
Lean (67kg)",289,413,1935,26,67kg,61,82,78,76,64,83
5710,Majeed Waris,75,RM,,650,3,4,M \ M,92,72,65,77,39,67,"172cm | 5'8""
Average (71kg)",43,412,1935,30,71kg,72,83,77,92,60,66
5711,Lovre Kalinic,75,GK,,1.7K,1,2,M \ M,80,74,43,78,34,75,"201cm | 6'7""
High & Average+ (99kg)",27,384,787,31,99kg,39,22,15,58,16,31
5712,Boubakary Soumaré,75,CDM,,650,3,3,M \ M,73,56,70,76,70,76,"188cm | 6'2""
High & Average+ (82kg)",30,421,1950,22,82kg,72,65,80,72,75,71
5713,Yoann Court,75,RM,,10K,4,2,H \ M,69,69,76,75,40,66,"172cm | 5'8""
Average (70kg)",1,395,1883,31,70kg,70,84,73,71,74,66
5714,Valentino Lazaro,75,RWB,,6K,4,3,H \ M,84,70,76,80,69,67,"180cm | 5'11""
Average (76kg)",36,446,2106,25,76kg,65,77,81,56,72,73
5715,Roger Assalé,75,ST,,10K,3,3,H \ M,91,73,68,81,29,51,"167cm | 5'6""
Short & Lean- (67kg)",37,393,1848,28,67kg,40,90,78,48,57,79
5716,Christian Kouamé,75,ST,,650,3,4,H \ M,84,71,61,75,40,70,"185cm | 6'1""
High & Average+ (70kg)",25,401,1843,24,70kg,55,65,75,92,52,68
5717,Guilherme,75,RM,,900,4,3,H \ L,91,66,69,77,51,65,"174cm | 5'9""
Stocky (70kg)",29,419,1978,30,70kg,67,84,74,83,65,75
5718,Valon Berisha,75,LM,,10K,4,4,H \ M,79,70,71,77,57,77,"176cm | 5'9""
Average (70kg)",37,431,2052,28,70kg,81,69,78,79,71,86
5719,Matías Fernández,75,CM,,0,5,4,M \ M,70,69,77,78,58,62,"178cm | 5'10""
Lean (72kg)",4,414,2022,35,72kg,50,74,80,69,76,63
5720,Joshua Brenet,75,LB,,7.5K,3,3,H \ M,87,36,62,72,71,69,"181cm | 5'11""
Lean (74kg)",26,397,1782,27,74kg,71,69,69,59,61,76
5721,Lukas Podolski,75,RW,,750,4,3,M \ L,70,79,74,75,46,77,"182cm | 6'0""
Average (83kg)",52,421,2027,36,83kg,71,66,78,72,67,68
5722,Gen Shoji,75,CB,,650,2,4,H \ H,80,41,53,57,75,77,"182cm | 6'0""
Average (74kg)",2,383,1732,29,74kg,74,71,57,78,70,81
5723,Honda,75,CAM,,0,4,3,M \ M,71,71,75,76,50,61,"182cm | 6'0""
Average (74kg)",130,404,1981,35,74kg,46,75,78,73,76,62
5724,Héctor Villalba,75,RM,,0,4,4,H \ M,92,74,64,79,45,63,"172cm | 5'8""
Average (75kg)",0,417,1953,27,75kg,68,91,76,53,60,77
5725,Gastón Giménez,75,CM,,0,4,3,M \ M,62,62,75,76,66,81,"188cm | 6'2""
High & Average (83kg)",6,422,1974,30,83kg,73,67,76,57,80,82
5726,Caio Canedo Corrêa,75,ST,,650,3,4,H \ M,82,75,66,77,29,66,"178cm | 5'10""
Average (68kg)",-26,395,1899,31,68kg,64,75,75,73,62,74
5727,Valon Berisha,75,LM,,2.2K,4,4,H \ M,79,70,71,77,57,77,"176cm | 5'9""
Average (70kg)",7,431,2052,28,70kg,81,69,78,79,71,86
5728,Nacer Chadli,75,LW,,650,4,4,M \ M,71,73,74,76,47,75,"187cm | 6'2""
High & Average (85kg)",0,416,1998,32,85kg,59,54,80,69,67,74
5729,Joshua Brenet,75,LB,,1K,3,3,H \ M,87,36,62,72,71,69,"181cm | 5'11""
Lean (74kg)",9,397,1782,27,74kg,71,69,69,59,61,76
5730,Juan Camilo Hernández,75,ST,,0,3,4,H \ M,86,75,62,71,38,71,"176cm | 5'9""
Stocky (73kg)",15,403,1897,22,73kg,65,79,68,72,59,74
5731,Fabián Castillo,75,LM,,650,4,4,M \ L,91,70,64,81,44,66,"174cm | 5'9""
Average (74kg)",2,416,1935,29,74kg,68,77,76,52,58,78
5732,Rubens Sambueza,75,CM,,650,4,3,H \ M,65,71,78,76,47,77,"174cm | 5'9""
Average (72kg)",1,414,2005,37,72kg,86,70,80,67,74,77
5733,Valentino Lazaro,75,RWB,,8.8K,4,3,H \ M,84,70,76,80,69,67,"180cm | 5'11""
Average (76kg)",-9,446,2106,25,76kg,65,77,81,56,72,73
5734,Yannick Bolasie,75,LW,,750,5,4,M \ L,81,69,69,79,34,75,"188cm | 6'2""
High & Average (84kg)",12,407,1897,32,84kg,76,68,81,85,65,66
5735,Abdoulay Diaby,75,RW,,650,3,2,H \ M,93,71,67,75,38,63,"172cm | 5'8""
Average (71kg)",4,407,1955,30,71kg,61,85,71,91,63,73
5736,Juan Camilo Hernández,75,ST,,650,3,4,H \ M,86,75,62,71,38,71,"176cm | 5'9""
Stocky (73kg)",5,403,1897,22,73kg,65,79,68,72,59,74
5737,Lovre Kalinic,75,GK,,650,1,2,M \ M,80,74,43,78,34,75,"201cm | 6'7""
High & Average+ (99kg)",-2,384,-,31,99kg,,,,,,
5738,Valon Berisha,75,LM,,650,4,4,H \ M,79,70,71,77,57,77,"176cm | 5'9""
Average (70kg)",5,431,2052,28,70kg,81,69,78,79,71,86
5739,Lionel Messi,93,RW,,0,4,4,M \ L,85,92,91,95,38,65,"170cm | 5'7""
Messi (72kg)",8245,466,2273,34,72kg,44,95,96,68,91,72
5740,Cristiano Ronaldo,92,ST,,0,5,4,H \ L,89,93,81,89,35,77,"187cm | 6'2""
CR7 (83kg)",17178,464,2258,36,83kg,63,71,92,95,77,84
5741,Kevin De Bruyne,91,CAM,,29.25K,4,5,H \ H,76,86,93,88,64,78,"181cm | 5'11""
Unique (70kg)",4277,485,2337,30,70kg,76,76,92,63,93,89
5742,Robert Lewandowski,91,ST,,23K,4,4,H \ M,78,91,78,86,43,82,"184cm | 6'0""
Unique (80kg)",2175,458,2232,33,80kg,81,82,88,84,70,76
5743,Neymar Jr,91,LW,,0,5,5,H \ M,91,85,86,94,36,59,"175cm | 5'9""
Neymar (68kg)",19598,451,2209,29,68kg,51,83,95,62,81,81
5744,Jan Oblak,91,GK,,21.75K,1,3,M \ M,87,92,78,90,50,90,"188cm | 6'2""
Unique (87kg)",1493,487,1044,28,87kg,34,49,30,78,40,41
