,Rat,Position,Skils,Weak_Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina,Player_Height
6047,81,CDM,3,4,77,73,73,75,82,82,30,79,84.0,72.0,75.0,91.0,79.0,90.0,182
6048,81,LB,3,3,65,75,78,77,77,79,30,85,75.0,57.0,83.0,73.0,71.0,91.0,188
6049,81,LB,3,3,76,52,74,78,77,75,25,77,72.0,72.0,81.0,82.0,70.0,88.0,178
6050,81,CB,2,3,70,43,67,64,82,80,28,85,89.0,50.0,69.0,77.0,72.0,68.0,190
6051,81,LB,4,4,96,67,69,82,76,76,21,72,77.0,82.0,79.0,77.0,58.0,79.0,181
6052,81,LM,4,2,93,66,74,84,43,53,22,67,54.0,92.0,80.0,62.0,73.0,69.0,170
6053,81,RM,5,3,80,78,78,86,47,69,33,76,58.0,84.0,88.0,66.0,73.0,73.0,174
6054,81,CF,5,5,74,74,82,86,30,53,38,72,51.0,87.0,87.0,33.0,77.0,54.0,170
6055,81,RB,5,3,89,72,78,87,72,64,33,72,78.0,81.0,85.0,74.0,69.0,71.0,179
6056,81,ST,4,2,94,79,72,78,39,81,27,79,75.0,64.0,76.0,88.0,66.0,83.0,186
6057,81,CB,2,3,59,43,54,61,83,86,31,92,84.0,31.0,68.0,50.0,70.0,77.0,196
6058,81,ST,3,3,67,83,74,74,43,83,36,89,80.0,57.0,76.0,72.0,70.0,71.0,188
6059,81,RW,4,3,80,80,83,82,36,64,30,75,63.0,75.0,85.0,55.0,82.0,77.0,182
6060,81,ST,3,4,89,80,61,79,25,75,28,69,66.0,92.0,79.0,90.0,55.0,72.0,170
6061,81,CM,4,4,58,70,85,85,63,59,37,68,58.0,75.0,90.0,40.0,83.0,58.0,171
6062,81,CB,2,3,66,51,60,61,82,85,38,81,91.0,48.0,62.0,88.0,73.0,82.0,188
6063,81,CM,3,4,71,75,75,76,78,83,31,80,84.0,69.0,78.0,76.0,77.0,94.0,185
6065,81,CM,4,5,70,77,82,81,72,72,34,73,60.0,72.0,85.0,72.0,82.0,76.0,183
6067,81,CDM,2,3,37,55,69,64,84,80,33,86,86.0,45.0,72.0,81.0,75.0,67.0,192
6068,81,CM,2,4,45,74,77,77,79,78,34,90,82.0,54.0,82.0,66.0,81.0,65.0,189
6069,81,CAM,4,4,66,81,81,82,45,70,33,76,62.0,77.0,84.0,65.0,80.0,73.0,180
6070,81,LM,4,3,92,78,75,86,47,67,33,75,56.0,83.0,85.0,62.0,75.0,78.0,172
6071,81,CM,3,4,69,67,80,85,63,62,31,66,66.0,82.0,84.0,67.0,78.0,86.0,178
6072,81,CAM,4,4,81,75,81,82,63,69,32,67,62.0,71.0,78.0,63.0,82.0,78.0,171
6074,81,ST,3,4,78,84,67,80,35,62,28,72,57.0,82.0,82.0,67.0,51.0,62.0,175
6075,81,ST,3,4,73,84,79,79,41,84,29,83,80.0,82.0,79.0,76.0,72.0,88.0,179
6076,81,LB,4,3,82,64,74,81,75,75,31,86,63.0,82.0,81.0,59.0,67.0,88.0,177
6077,81,LM,4,4,89,75,78,86,55,61,28,70,67.0,87.0,84.0,33.0,76.0,74.0,175
6078,81,RW,4,3,76,75,82,85,33,53,28,70,23.0,83.0,88.0,51.0,75.0,74.0,176
6079,81,RB,4,3,81,77,76,79,77,73,30,67,79.0,81.0,78.0,74.0,75.0,86.0,173
6080,81,RB,3,3,81,53,70,76,77,78,29,72,80.0,74.0,77.0,81.0,72.0,93.0,178
6081,81,ST,4,4,79,82,75,82,39,73,34,71,58.0,75.0,83.0,85.0,69.0,77.0,182
6083,81,ST,4,3,68,85,64,76,39,73,27,78,67.0,63.0,81.0,63.0,62.0,67.0,186
6085,81,ST,3,3,70,80,62,75,51,82,27,82,76.0,53.0,80.0,80.0,48.0,72.0,190
6086,81,LB,3,2,79,53,74,78,80,78,26,75,82.0,74.0,79.0,81.0,69.0,76.0,181
6087,81,CDM,3,3,64,68,72,73,82,80,30,76,85.0,73.0,76.0,79.0,75.0,90.0,185
6088,81,CDM,4,4,79,71,79,83,75,70,28,62,81.0,87.0,83.0,80.0,81.0,87.0,169
6089,81,CM,3,3,72,74,78,80,77,79,26,80,76.0,72.0,84.0,73.0,79.0,77.0,192
6090,81,ST,3,3,81,79,62,76,30,83,25,74,75.0,68.0,77.0,85.0,48.0,85.0,183
6092,81,LM,4,3,80,76,81,84,59,62,26,62,63.0,83.0,85.0,69.0,75.0,74.0,171
6094,81,CF,4,4,84,75,77,85,39,69,27,77,48.0,67.0,86.0,63.0,74.0,76.0,188
6095,81,RB,3,3,83,65,77,79,75,88,29,75,86.0,86.0,78.0,81.0,67.0,93.0,175
6096,81,CM,4,5,64,78,82,79,69,71,24,72,67.0,77.0,83.0,63.0,82.0,78.0,176
6097,81,RM,4,4,83,77,78,84,42,55,28,67,63.0,87.0,84.0,51.0,76.0,77.0,171
6098,81,CAM,4,4,75,76,84,82,54,58,25,73,62.0,83.0,84.0,54.0,82.0,75.0,175
6099,81,LW,4,3,86,75,72,84,32,60,25,72,43.0,84.0,81.0,61.0,67.0,75.0,174
6100,81,ST,3,3,65,82,59,70,39,85,29,84,83.0,44.0,79.0,79.0,48.0,85.0,197
6101,81,CDM,3,3,74,67,75,79,79,74,25,65,86.0,90.0,79.0,52.0,75.0,83.0,168
6102,81,LM,4,4,87,79,76,81,36,69,25,68,67.0,77.0,80.0,63.0,69.0,73.0,179
6103,81,RB,3,3,69,53,73,72,81,76,25,76,73.0,66.0,77.0,86.0,79.0,79.0,186
6104,81,ST,4,5,83,78,72,81,50,80,24,71,82.0,72.0,80.0,83.0,61.0,82.0,181
6105,81,RM,4,3,91,75,74,82,49,71,25,68,74.0,79.0,80.0,74.0,66.0,83.0,176
6106,81,CM,4,3,76,75,80,84,66,69,23,70,67.0,83.0,85.0,64.0,80.0,76.0,175
6107,81,RM,3,3,89,62,77,82,54,63,28,67,56.0,89.0,81.0,39.0,75.0,86.0,174
6108,81,CDM,3,3,68,69,73,74,80,83,26,86,73.0,60.0,76.0,70.0,76.0,92.0,192
6109,81,LM,3,3,81,67,78,79,73,74,23,66,76.0,84.0,80.0,77.0,79.0,88.0,172
6110,81,CB,2,4,65,38,54,60,83,84,24,82,92.0,56.0,62.0,78.0,72.0,86.0,187
6111,81,LB,4,3,84,67,76,81,75,75,23,68,78.0,82.0,81.0,76.0,75.0,84.0,173
6123,81,CAM,4,4,69,75,83,84,55,69,29,71,59.0,83.0,87.0,58.0,81.0,75.0,176
6127,80,LB,3,3,92,67,73,77,74,77,24,82,75.0,61.0,76.0,61.0,60.0,78.0,184
6128,80,LW,5,4,95,69,71,86,29,66,21,73,58.0,82.0,85.0,75.0,67.0,79.0,176
6129,80,CM,3,4,58,70,82,78,77,77,35,70,85.0,73.0,80.0,62.0,81.0,87.0,175
6130,80,LB,3,3,73,66,81,80,77,69,25,64,73.0,78.0,82.0,72.0,78.0,76.0,175
6131,80,LB,3,3,73,58,75,75,78,74,28,76,76.0,68.0,78.0,74.0,70.0,83.0,182
6132,80,RB,3,3,76,60,73,76,77,77,29,74,86.0,76.0,79.0,92.0,69.0,76.0,174
6133,80,RM,4,2,75,78,80,82,54,72,29,80,86.0,78.0,83.0,56.0,76.0,73.0,184
6134,80,CM,4,3,74,66,80,87,69,74,24,76,75.0,86.0,86.0,60.0,81.0,63.0,181
6135,80,RW,4,4,81,73,78,80,58,69,30,70,72.0,82.0,80.0,68.0,75.0,91.0,173
6136,80,ST,3,5,75,81,68,80,29,74,24,85,62.0,77.0,81.0,75.0,58.0,75.0,182
6137,80,LB,3,2,87,51,74,75,73,75,28,83,73.0,74.0,74.0,62.0,73.0,77.0,181
6138,80,CB,2,4,72,68,74,72,81,78,36,79,83.0,66.0,74.0,82.0,72.0,72.0,184
6139,80,RM,4,2,74,82,78,86,30,57,37,80,44.0,86.0,88.0,53.0,72.0,51.0,180
6140,80,CAM,3,4,74,77,79,80,48,61,22,70,66.0,76.0,82.0,50.0,74.0,78.0,178
6141,80,CB,2,3,67,51,61,56,80,84,27,95,84.0,52.0,63.0,90.0,64.0,66.0,190
6142,80,CAM,4,5,75,76,80,82,55,63,28,77,48.0,74.0,84.0,76.0,77.0,68.0,187
6143,80,CM,3,3,78,67,79,82,74,72,24,68,82.0,83.0,83.0,62.0,78.0,87.0,175
6144,80,CDM,4,3,65,68,77,80,78,75,30,81,72.0,65.0,83.0,75.0,78.0,83.0,187
6145,80,LW,4,3,79,78,77,84,44,70,33,62,76.0,87.0,84.0,85.0,74.0,68.0,168
6146,80,CB,2,4,69,46,60,67,80,80,25,82,89.0,57.0,71.0,76.0,64.0,68.0,185
6148,80,ST,3,4,76,81,67,78,32,69,29,73,67.0,77.0,78.0,79.0,61.0,70.0,178
6149,80,LW,5,5,72,76,79,85,37,67,35,70,79.0,78.0,86.0,35.0,77.0,66.0,177
6150,80,LW,5,3,86,73,73,85,36,65,24,66,58.0,86.0,85.0,56.0,69.0,73.0,176
6151,80,CAM,5,3,80,75,80,83,60,65,27,77,52.0,79.0,84.0,49.0,71.0,77.0,185
6152,80,LM,5,4,93,70,72,87,25,63,24,67,36.0,87.0,83.0,67.0,66.0,77.0,173
6153,80,RM,5,3,94,71,72,85,51,61,26,74,60.0,92.0,81.0,65.0,55.0,86.0,173
6154,80,CAM,4,4,80,77,78,86,27,56,34,61,75.0,93.0,85.0,34.0,74.0,75.0,163
6155,80,LM,4,4,94,76,73,82,33,64,24,79,58.0,84.0,80.0,77.0,65.0,75.0,178
6156,80,CB,2,4,62,36,64,65,80,83,30,97,77.0,47.0,70.0,80.0,74.0,67.0,195
6157,80,LM,4,3,69,79,83,80,44,57,40,75,55.0,70.0,81.0,31.0,82.0,51.0,179
6158,80,ST,3,3,67,82,67,76,36,74,36,77,52.0,58.0,80.0,74.0,46.0,73.0,184
6159,80,CM,4,2,73,68,77,87,73,79,34,85,76.0,90.0,88.0,82.0,79.0,67.0,185
6160,80,CB,3,3,65,49,66,70,81,77,37,80,82.0,63.0,76.0,83.0,74.0,66.0,186
6161,80,ST,3,3,46,83,81,78,72,83,35,83,84.0,63.0,84.0,92.0,82.0,75.0,184
6162,80,RB,3,3,75,77,80,77,77,76,32,74,74.0,71.0,80.0,67.0,81.0,86.0,181
6164,80,LB,3,3,67,61,72,74,80,68,35,77,77.0,71.0,77.0,74.0,70.0,67.0,180
6165,80,ST,2,4,73,79,65,74,48,86,33,83,93.0,53.0,79.0,69.0,52.0,73.0,188
6166,80,CB,3,3,60,65,74,71,79,78,34,86,85.0,56.0,79.0,77.0,80.0,71.0,189
6167,80,CAM,4,3,79,76,77,82,46,75,31,68,72.0,85.0,82.0,61.0,77.0,82.0,172
6168,80,CAM,4,4,59,82,78,79,59,72,33,80,74.0,79.0,83.0,72.0,72.0,75.0,181
6169,80,CB,2,3,70,44,64,70,82,73,31,77,79.0,73.0,72.0,83.0,70.0,61.0,184
6170,80,CM,3,3,71,67,76,80,79,81,30,74,88.0,80.0,80.0,81.0,80.0,80.0,176
6171,80,RW,4,3,80,82,77,81,46,86,35,85,83.0,91.0,77.0,74.0,74.0,85.0,180
6173,80,ST,2,5,55,78,70,69,50,76,31,86,54.0,60.0,77.0,84.0,62.0,76.0,188
6174,80,CAM,4,4,78,75,80,84,37,61,30,74,54.0,81.0,86.0,63.0,77.0,72.0,182
6175,80,CDM,3,3,68,64,74,75,79,84,31,74,85.0,72.0,76.0,91.0,77.0,92.0,180
6176,80,CDM,3,3,44,68,76,73,80,77,33,83,77.0,47.0,78.0,65.0,82.0,66.0,194
6177,80,CF,4,4,81,78,77,79,41,70,30,80,61.0,81.0,83.0,75.0,74.0,75.0,181
6178,80,LB,3,2,72,63,75,72,79,71,32,72,75.0,73.0,77.0,72.0,77.0,75.0,176
6179,80,RM,4,5,78,75,78,82,56,64,32,75,69.0,83.0,83.0,66.0,73.0,74.0,177
6180,80,RB,3,3,66,63,76,75,80,81,31,80,81.0,60.0,79.0,77.0,75.0,87.0,185
6181,80,ST,4,4,67,80,67,74,40,82,30,91,75.0,38.0,79.0,79.0,50.0,70.0,189
6182,80,CDM,3,3,68,76,72,72,76,81,31,84,80.0,53.0,79.0,74.0,81.0,78.0,187
6183,80,CB,3,3,72,61,72,74,80,74,30,73,77.0,73.0,78.0,88.0,79.0,69.0,184
6184,80,ST,4,3,90,80,72,77,36,77,30,74,72.0,72.0,75.0,84.0,66.0,80.0,182
6185,80,CDM,3,3,52,65,80,69,70,80,29,80,91.0,61.0,80.0,31.0,85.0,82.0,185
6186,80,CM,4,3,63,73,82,80,70,72,28,70,63.0,75.0,84.0,61.0,81.0,82.0,179
6187,80,CB,2,4,78,37,66,66,80,80,31,76,80.0,73.0,76.0,82.0,61.0,81.0,180
6189,80,CB,2,3,71,70,65,61,81,82,29,83,82.0,63.0,65.0,86.0,81.0,76.0,184
6190,80,LM,4,4,88,75,75,85,30,65,27,73,60.0,83.0,84.0,35.0,62.0,69.0,177
6191,80,LB,3,3,88,65,74,80,76,76,28,80,75.0,81.0,81.0,71.0,72.0,78.0,175
6192,80,CB,3,4,68,36,69,72,82,77,27,70,78.0,59.0,80.0,81.0,75.0,77.0,188
6193,80,RB,3,2,87,51,70,77,76,65,26,74,72.0,77.0,77.0,64.0,59.0,75.0,178
6194,80,RB,3,3,75,69,74,75,78,79,33,68,89.0,75.0,76.0,80.0,72.0,79.0,173
6195,80,RB,3,3,78,55,73,74,78,76,29,76,75.0,72.0,79.0,84.0,70.0,84.0,181
6196,80,ST,4,3,73,83,77,79,39,74,28,79,70.0,78.0,80.0,71.0,68.0,77.0,181
6197,80,LW,4,3,76,74,80,84,46,61,26,68,48.0,82.0,82.0,37.0,77.0,76.0,180
6198,80,ST,3,5,76,81,57,77,41,81,28,72,83.0,75.0,75.0,83.0,42.0,79.0,181
6199,80,CM,4,5,79,72,81,83,70,60,27,75,56.0,76.0,85.0,52.0,80.0,71.0,180
6200,80,RM,4,3,76,69,78,85,55,65,26,71,75.0,80.0,85.0,45.0,75.0,74.0,172
6201,80,RM,4,3,78,80,79,82,36,68,27,72,85.0,73.0,85.0,65.0,79.0,69.0,183
6202,80,RB,4,3,82,71,72,81,75,69,30,65,63.0,85.0,81.0,69.0,66.0,78.0,170
6203,80,CM,4,4,65,74,80,84,64,70,28,74,69.0,78.0,85.0,71.0,80.0,77.0,183
6205,80,CM,3,3,72,77,78,78,76,77,27,81,81.0,74.0,82.0,83.0,84.0,77.0,181
6206,80,LB,4,3,73,66,80,80,75,72,24,69,78.0,85.0,81.0,73.0,78.0,87.0,175
6207,80,CB,3,4,72,50,72,73,81,77,27,80,81.0,62.0,76.0,76.0,78.0,77.0,187
6208,80,RW,4,3,93,75,71,81,41,64,26,70,64.0,76.0,80.0,67.0,65.0,76.0,175
6209,80,CB,2,3,84,51,66,71,82,77,25,88,72.0,60.0,73.0,82.0,63.0,82.0,187
6210,80,CM,4,3,69,70,79,83,69,70,25,68,76.0,79.0,85.0,51.0,80.0,77.0,179
6211,80,RB,3,3,80,63,70,75,73,80,29,70,88.0,78.0,71.0,68.0,70.0,93.0,175
6212,80,CM,3,4,61,73,76,80,75,63,27,70,52.0,90.0,82.0,75.0,81.0,80.0,172
6213,80,LW,4,5,83,77,71,84,53,77,25,73,85.0,86.0,84.0,66.0,68.0,79.0,178
6214,80,CM,3,3,70,76,78,81,77,78,25,83,75.0,74.0,82.0,81.0,78.0,79.0,189
6215,80,RB,3,3,83,42,69,72,80,77,24,84,72.0,65.0,74.0,90.0,70.0,75.0,187
6217,80,LW,3,2,84,80,70,80,48,77,24,87,53.0,54.0,79.0,68.0,59.0,79.0,192
6218,80,CB,2,3,75,49,72,71,80,79,26,75,81.0,65.0,76.0,86.0,76.0,76.0,184
6220,80,CAM,4,3,78,74,80,84,69,65,24,72,62.0,83.0,84.0,59.0,77.0,74.0,179
6221,80,ST,3,3,68,81,68,73,32,82,25,84,74.0,60.0,77.0,83.0,64.0,79.0,186
6222,80,CB,2,2,78,50,66,71,81,81,23,78,83.0,67.0,71.0,85.0,69.0,85.0,186
6223,80,CAM,3,4,83,75,76,82,48,71,24,79,68.0,88.0,79.0,55.0,77.0,80.0,178
6224,80,RM,4,4,85,73,78,80,45,57,24,71,57.0,73.0,81.0,50.0,73.0,74.0,175
6231,80,RW,4,5,73,76,76,81,43,50,34,67,58.0,82.0,81.0,66.0,71.0,62.0,169
6234,79,CM,4,4,80,74,78,83,67,73,28,70,77.0,87.0,84.0,69.0,75.0,78.0,175
6235,79,CAM,4,3,75,70,76,81,56,55,21,69,62.0,89.0,83.0,49.0,76.0,74.0,171
6236,79,CB,2,3,74,53,70,72,81,76,26,75,73.0,70.0,74.0,88.0,73.0,75.0,180
6237,79,CM,3,3,78,63,77,78,77,89,32,91,85.0,58.0,80.0,77.0,80.0,91.0,187
6238,79,RW,4,3,87,75,70,83,32,57,20,64,54.0,85.0,80.0,73.0,57.0,81.0,174
6239,79,ST,4,4,88,80,70,79,39,80,28,78,84.0,68.0,81.0,65.0,57.0,78.0,185
6240,79,CM,4,4,68,70,80,78,75,79,27,75,89.0,75.0,82.0,64.0,79.0,78.0,180
6241,79,CM,3,4,66,72,77,79,79,74,32,71,81.0,76.0,81.0,62.0,77.0,82.0,182
6242,79,CB,2,3,77,40,61,67,79,81,23,90,81.0,65.0,65.0,88.0,73.0,61.0,186
6243,79,CB,2,3,77,34,57,70,81,73,23,75,74.0,75.0,71.0,86.0,66.0,69.0,178
6244,79,ST,3,4,87,79,63,73,39,79,22,78,76.0,68.0,75.0,82.0,53.0,86.0,185
6245,79,ST,4,5,82,80,65,78,28,69,22,77,52.0,68.0,81.0,71.0,47.0,70.0,192
6246,79,RW,4,2,96,66,68,86,38,80,25,72,70.0,88.0,83.0,79.0,54.0,77.0,178
6247,79,LW,5,3,86,77,76,78,46,64,29,73,51.0,73.0,77.0,67.0,66.0,71.0,178
6248,79,CM,4,4,70,79,81,78,66,79,28,79,78.0,65.0,82.0,71.0,81.0,81.0,181
6249,79,CM,3,3,60,72,85,77,66,67,27,66,67.0,77.0,82.0,65.0,82.0,90.0,173
6250,79,LM,4,4,76,81,78,82,63,58,26,64,62.0,86.0,81.0,45.0,74.0,76.0,172
6251,79,RM,4,3,59,77,87,78,45,58,35,73,55.0,70.0,83.0,34.0,88.0,59.0,183
6252,79,CM,4,2,69,74,75,77,79,88,28,80,86.0,68.0,79.0,78.0,78.0,81.0,188
6253,79,RB,2,3,79,60,66,71,76,89,25,80,83.0,53.0,74.0,90.0,65.0,92.0,188
6254,79,CDM,3,2,66,80,78,77,73,73,27,74,74.0,66.0,80.0,60.0,83.0,78.0,184
6255,79,LW,4,3,91,76,75,78,49,74,25,78,56.0,85.0,76.0,65.0,68.0,91.0,174
6257,79,ST,3,4,86,79,74,76,43,67,34,70,66.0,75.0,76.0,83.0,69.0,69.0,172
6258,79,LM,3,4,72,76,80,80,34,47,37,58,52.0,92.0,82.0,60.0,78.0,61.0,167
6259,79,ST,4,4,87,78,75,80,29,67,35,72,60.0,88.0,81.0,50.0,62.0,81.0,179
6260,79,LB,4,3,72,69,77,76,76,70,34,70,78.0,70.0,81.0,61.0,76.0,77.0,176
6261,79,CB,2,2,69,57,63,65,77,82,32,80,77.0,39.0,75.0,81.0,67.0,65.0,185
6262,79,RM,4,3,79,75,77,79,53,77,34,85,71.0,78.0,78.0,53.0,69.0,79.0,180
6263,79,CDM,3,4,57,76,75,75,79,73,36,75,80.0,71.0,78.0,77.0,79.0,75.0,184
6264,79,LM,4,4,74,71,77,85,42,54,33,70,51.0,78.0,87.0,60.0,69.0,58.0,179
6265,79,CAM,3,4,55,78,82,78,60,67,32,77,57.0,61.0,85.0,65.0,77.0,81.0,186
6266,79,ST,4,3,67,81,70,73,48,82,35,76,79.0,62.0,75.0,90.0,65.0,85.0,186
6267,79,CDM,2,3,34,55,71,68,77,86,33,75,80.0,31.0,80.0,75.0,71.0,81.0,196
6268,79,ST,4,4,93,76,73,81,40,72,31,72,52.0,76.0,81.0,79.0,72.0,87.0,174
6269,79,CB,2,3,68,47,58,59,81,81,32,81,83.0,44.0,58.0,73.0,64.0,67.0,194
6270,79,ST,4,4,83,80,73,79,48,78,32,77,68.0,87.0,79.0,83.0,66.0,80.0,180
6271,79,CDM,3,2,63,70,78,71,75,84,30,73,83.0,57.0,80.0,67.0,78.0,85.0,187
6272,79,ST,3,3,84,80,70,75,33,81,30,83,79.0,74.0,74.0,81.0,63.0,78.0,181
6273,79,ST,4,4,88,79,69,83,27,66,30,79,50.0,80.0,83.0,60.0,55.0,68.0,179
6274,79,ST,4,4,77,82,75,77,32,69,33,73,67.0,72.0,79.0,65.0,69.0,69.0,180
6275,79,RW,4,4,75,78,80,79,59,68,32,72,63.0,77.0,80.0,65.0,78.0,70.0,177
6276,79,LM,3,4,77,76,76,79,41,74,32,79,61.0,62.0,80.0,69.0,77.0,76.0,185
6277,79,CB,2,3,67,46,74,71,80,75,30,78,76.0,66.0,77.0,80.0,78.0,66.0,184
6278,79,CM,4,4,69,76,79,83,68,61,28,71,50.0,79.0,83.0,74.0,76.0,58.0,174
6279,79,CDM,3,3,63,74,81,79,74,73,28,67,76.0,78.0,82.0,71.0,80.0,77.0,177
6280,79,CB,2,3,60,49,64,63,80,81,31,85,80.0,35.0,69.0,47.0,72.0,69.0,196
6281,79,CB,2,3,47,58,75,67,79,75,28,80,74.0,54.0,79.0,78.0,85.0,78.0,186
6282,79,RM,4,4,87,74,72,82,37,68,30,75,53.0,75.0,82.0,73.0,64.0,69.0,180
6283,79,RWB,3,3,79,63,76,76,73,76,30,78,79.0,70.0,77.0,71.0,75.0,83.0,178
6284,79,CM,3,5,63,74,77,79,77,83,28,82,87.0,67.0,82.0,81.0,80.0,81.0,187
6285,79,CAM,4,4,70,71,81,81,32,61,30,76,61.0,82.0,83.0,53.0,74.0,68.0,177
6286,79,CDM,3,5,63,61,72,77,75,73,28,76,70.0,72.0,80.0,74.0,83.0,77.0,181
6287,79,RB,3,3,89,51,69,73,74,81,26,83,74.0,73.0,74.0,78.0,65.0,91.0,184
6288,79,CM,4,4,73,75,79,78,72,78,27,73,73.0,68.0,79.0,76.0,82.0,85.0,180
6289,79,LB,3,3,81,67,78,75,71,72,28,77,72.0,74.0,77.0,66.0,74.0,85.0,177
6290,79,CB,2,4,66,27,57,58,80,81,25,97,76.0,38.0,64.0,72.0,63.0,64.0,195
6291,79,ST,3,3,76,80,69,75,30,75,31,81,55.0,70.0,76.0,81.0,60.0,87.0,179
6292,79,CAM,3,2,75,70,78,80,31,62,26,74,43.0,78.0,80.0,58.0,77.0,75.0,182
6293,79,ST,3,5,77,80,67,76,38,75,31,80,70.0,71.0,78.0,90.0,69.0,72.0,177
6294,79,CM,3,3,48,69,73,75,79,83,31,80,86.0,76.0,80.0,64.0,80.0,91.0,180
6295,79,ST,4,4,86,78,75,83,58,68,34,70,58.0,80.0,83.0,60.0,68.0,78.0,180
6296,79,RB,3,3,82,54,72,76,73,76,29,71,75.0,80.0,76.0,91.0,73.0,89.0,175
6297,79,CDM,3,3,64,48,68,75,77,84,27,85,85.0,56.0,77.0,75.0,73.0,80.0,189
6298,79,CB,2,3,75,42,63,69,79,80,26,80,78.0,61.0,70.0,80.0,68.0,79.0,184
6299,79,ST,4,3,80,78,75,82,35,66,26,69,58.0,80.0,83.0,62.0,62.0,73.0,175
6300,79,ST,3,3,83,76,63,75,38,80,24,71,75.0,64.0,76.0,90.0,44.0,81.0,187
6301,79,ST,3,3,66,78,64,74,35,80,28,86,66.0,72.0,77.0,70.0,65.0,72.0,187
6302,79,CB,3,3,74,42,58,63,79,79,27,77,85.0,61.0,62.0,82.0,56.0,63.0,186
6303,79,CM,4,4,80,72,79,83,67,68,25,69,76.0,79.0,82.0,65.0,74.0,88.0,180
6304,79,CM,4,4,72,58,79,81,73,73,24,78,78.0,68.0,85.0,73.0,79.0,87.0,187
6305,79,ST,3,3,89,79,62,65,41,90,30,83,89.0,50.0,66.0,76.0,52.0,93.0,186
6306,79,CDM,3,3,68,49,74,74,76,85,23,96,72.0,45.0,79.0,73.0,79.0,86.0,195
6307,79,CAM,3,3,75,71,81,77,72,69,25,77,71.0,70.0,81.0,67.0,81.0,73.0,186
6308,79,ST,3,5,82,81,65,78,48,83,27,81,87.0,86.0,77.0,74.0,62.0,78.0,172
6309,79,CF,4,4,88,79,74,83,46,65,25,73,67.0,82.0,81.0,47.0,69.0,76.0,177
6310,79,RM,4,3,89,70,73,83,33,60,23,73,65.0,81.0,81.0,33.0,65.0,73.0,175
6311,79,CDM,3,3,68,71,75,76,76,84,25,88,85.0,62.0,78.0,70.0,79.0,84.0,193
6312,79,CM,3,3,78,75,77,80,73,71,24,73,69.0,72.0,80.0,62.0,77.0,82.0,180
6313,79,RB,4,5,91,70,72,81,72,72,25,66,78.0,79.0,80.0,71.0,71.0,76.0,175
6314,79,CAM,4,4,68,76,77,82,50,62,23,68,61.0,86.0,83.0,55.0,77.0,79.0,179
6320,79,LM,3,4,88,72,76,82,46,60,27,70,65.0,96.0,79.0,56.0,71.0,76.0,163
6324,79,RB,3,3,74,46,74,78,74,65,36,67,84.0,79.0,79.0,53.0,64.0,78.0,172
6325,79,RM,4,4,74,72,81,84,24,60,38,67,68.0,84.0,84.0,63.0,74.0,54.0,175
6326,79,CAM,4,2,71,76,81,83,39,51,28,67,59.0,87.0,83.0,49.0,73.0,51.0,168
6333,78,CDM,2,2,53,63,70,65,80,83,27,90,89.0,38.0,70.0,78.0,78.0,60.0,190
6334,78,CM,3,3,69,64,77,78,74,73,24,78,74.0,73.0,80.0,61.0,81.0,82.0,182
6335,78,CB,2,3,77,46,66,71,80,76,26,91,73.0,64.0,74.0,80.0,74.0,72.0,187
6336,78,CM,4,5,70,74,78,80,57,73,28,87,74.0,61.0,84.0,64.0,80.0,69.0,186
6337,78,CB,3,3,75,38,71,76,78,76,25,79,77.0,71.0,78.0,83.0,76.0,74.0,187
6338,78,RM,4,4,72,78,77,79,61,65,34,70,66.0,76.0,82.0,36.0,74.0,80.0,180
6339,78,CB,2,3,74,52,63,63,78,78,22,78,82.0,62.0,62.0,75.0,74.0,74.0,192
6340,78,LW,5,4,68,79,74,81,54,72,36,76,76.0,65.0,83.0,30.0,74.0,75.0,180
6341,78,RM,4,2,94,77,68,80,22,66,23,76,53.0,74.0,79.0,48.0,59.0,73.0,185
6342,78,ST,4,3,87,77,68,80,37,76,28,79,68.0,71.0,81.0,70.0,65.0,84.0,177
6343,78,ST,4,3,90,77,65,81,29,71,22,78,60.0,77.0,80.0,73.0,52.0,74.0,179
6344,78,CM,3,3,77,63,77,77,70,77,28,70,74.0,83.0,79.0,65.0,81.0,89.0,176
6345,78,CAM,4,2,89,71,75,80,50,63,27,63,69.0,64.0,77.0,48.0,69.0,82.0,174
6346,78,LW,4,4,92,60,71,85,33,50,26,58,67.0,94.0,82.0,66.0,68.0,75.0,165
6347,78,CM,4,4,79,72,76,81,71,81,24,70,84.0,89.0,80.0,82.0,76.0,87.0,176
6348,78,LM,4,4,88,74,70,80,36,64,25,70,62.0,81.0,81.0,71.0,65.0,74.0,175
6349,78,ST,3,3,80,81,65,69,34,77,36,77,85.0,48.0,69.0,66.0,60.0,69.0,188
6350,78,LW,3,3,90,70,71,79,35,57,34,65,51.0,76.0,78.0,59.0,67.0,73.0,179
6351,78,RM,4,4,76,69,74,80,73,70,31,77,62.0,82.0,81.0,66.0,70.0,80.0,177
6352,78,LM,4,5,78,64,77,80,76,70,35,76,78.0,68.0,81.0,69.0,76.0,77.0,181
6353,78,CF,3,3,73,76,71,75,44,80,33,82,80.0,67.0,79.0,75.0,66.0,59.0,183
